Nº chamada;Nº REDS;Data/hora de criação;Local do fato;Latitude  do local;Longitude do local;Natureza;Unidade Responsável;Recursos empenhados;Alerta;Destaque;Envolve autoridade;Tipo de classificação;Situação;Data/hora da situação atual;Evento associado
2020-10481553-4;(BM) 2020-020685603-001;01/05/2020 13:44;AVENIDA DONA LIQUINHA SILVEIRA, Nº S/N - JARDIM SATELITE - PASSOS;-207.132.118;-466.240.283;O04012 - INCENDIO EM LOTE VAGO (AREA URBANA) (C) (Prioridade: 2 - Média);1CIA IND/2CIA/1PEL(PASSOS);ABTS0495;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;01/05/2020 20:53;Não
2020-10481592-6;(BM) 2020-020693550-001;01/05/2020 13:49;RUA LAVRAS, Nº S/N - MARIO MAGALHAES - PASSOS;-207.265.638;-466.117.853;V03018 - VITIMA DE QUEDA DA PROPRIA ALTURA (C) (Prioridade: 1 - Alta);1CIA IND/2CIA/1PEL(PASSOS);UR0565;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;01/05/2020 20:49;Não
2020-10482233-9;(BM) 2020-020694150-001;01/05/2020 14:39;RUA CONTABILISTAS, Nº 240 - NOVO HORIZONTE - PASSOS;-20.730.994;-46.602.116;O04003 - INCENDIO EM PRODUCAO AGRICOLA / PASTO (C) (Prioridade: 2 - Média);1CIA IND/2CIA/1PEL(PASSOS);ABTS0495;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;01/05/2020 20:53;Não
2020-10484039-7;(BM) 2020-020717472-001;01/05/2020 16:44;RUA CURITIBA, Nº 98 - CENTRO - SAO JOAO BATISTA DO GLORIA;-206.377.555;-465.033.217;O02033 - INCENDIO EM AMONTOADO DE LIXO (C) (Prioridade: 2 - Média);1CIA IND/2CIA/1PEL(PASSOS);ABTS0495;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;01/05/2020 20:52;Não
2020-10486633-9;(BM) 2020-020759943-001;01/05/2020 19:31;RUA BALSAMO, Nº S/N - SERRA DAS BRISAS - PASSOS;-20.735.507;-465.931.646;O04012 - INCENDIO EM LOTE VAGO (AREA URBANA) (C) (Prioridade: 2 - Média);1CIA IND/2CIA/1PEL(PASSOS);ABTS0495;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;01/05/2020 20:52;Não
2020-10486872-0;(BM) 2020-020756586-001;01/05/2020 19:43;AVENIDA JUCA STOCKLER, Nº S/N - ACLIMACAO - PASSOS;-20.755.412;-4.659.837;V02502 - VITIMA DE QUEDA (MOTOCICLISTA) (C) (Prioridade: 1 - Alta);1CIA IND/2CIA/1PEL(PASSOS);UR0565;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;01/05/2020 20:49;Não
2020-10493699-7;(BM) 2020-020816628-001;02/05/2020 07:14;AVENIDA PENHA, Nº 335 - PENHA - PASSOS;-207.156.997;-466.236.566;V01001 - VITIMA DE ACIDENTE VASCULAR CEREBRAL (AVC) (C) (Prioridade: 1 - Alta);1CIA IND/2CIA/1PEL(PASSOS);UR0565;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;02/05/2020 08:32;Não
2020-10494973-2;(BM) 2020-020825328-001;02/05/2020 09:41;RUA SEXTA CHAPADA, Nº 328 - BELO HORIZONTE - PASSOS;-207.271.769;-466.018.924;S06004 - CAPTURA DE OUTROS ANIMAIS DOMESTICOS PERIGOSOS / AGRESSIVOS (C) (Prioridade: 2 - Média);1CIA IND/2CIA/1PEL(PASSOS);UR08842;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;02/05/2020 16:24;Não
2020-10496709-5;(BM) 2020-020872689-001;02/05/2020 13:20;RUA VEREADOR PROF OSVALDO L NEGRAO, Nº 287 - COHAB 5 - PASSOS;-207.218.296;-466.379.349;V01003 - VITIMA COM CRISE CONVULSIVA (C) (Prioridade: 1 - Alta);1CIA IND/2CIA/1PEL(PASSOS);UR0565;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;03/05/2020 06:10;Não
2020-10498312-2;(BM) 2020-020872598-001;02/05/2020 15:33;RODOVIA MG 050, Km 345 - PASSOS;-207.284.493;-465.132.659;V02203 - VITIMA DE CHOQUE DE AUTOMOVEL (CARRO / CAMINHONETE) (C) (Prioridade: 1 - Alta);1CIA IND/2CIA/1PEL(PASSOS);UR0565;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;03/05/2020 06:10;Não
