Nº chamada;Nº REDS;Data/hora de criação;Local do fato;Latitude  do local;Longitude do local;Natureza;Unidade Responsável;Recursos empenhados;Alerta;Destaque;Envolve autoridade;Tipo de classificação;Situação;Data/hora da situação atual;Evento associado
2025-37203007-5;(BM) 2025-000004143-001;01/01/2025 00:41;RUA PAZINI PIASSI, Nº 396 - JARDIM CANADA - PASSOS;-207.478.191;-466.095.891;V03006 - VITIMA DE ATAQUE DE ANIMAIS PECONHENTOS (C) (Prioridade: 1 - Alta);1CIA IND/2CIA/1PEL(PASSOS);UR00565;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;01/01/2025 07:41;Não
2025-37207762-7;(BM) 2025-000030561-001;01/01/2025 09:41;RUA MACHADO DE ASSIS, Nº 70 - JARDIM PINHEIROS - PASSOS;-207.225.276;-46.619.154;S04004 - DESABAMENTO / DESMORONAMENTO / COLAPSO DE ESTRUTURAS (C) (Prioridade: 1 - Alta);1CIA IND/2CIA/1PEL(PASSOS);UR00565;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;02/01/2025 08:06;Não
2025-37208107-7;(BM) 2025-000044327-001;01/01/2025 10:37;RODOVIA MG 050, Km 358, Nº S/N - PASSOS;;;V01007 - VITIMA COM DISPNEIA (FALTA DE AR) (C) (Prioridade: 1 - Alta);1CIA IND/2CIA/1PEL(PASSOS);UR00565;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;02/01/2025 08:06;Não
2025-37208369-3;(BM) 2025-000035971-001;01/01/2025 11:18;RODOVIA MG 050, Nº S/N - PASSOS;-207.372.242;-466.331.087;Y40035 - APOIO DE SOLO EM OPERACOES AEREAS (C) (Prioridade: 2 - Média);1CIA IND/2CIA/1PEL(PASSOS);UR00565;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;02/01/2025 08:06;Não
2025-37213312-5;(BM) 2025-000085784-001;01/01/2025 19:13;RUA SANTA LUZIA, Nº 184 - CANDEIAS - PASSOS;-20.723.624;-466.159.439;V01006 - VITIMA COM DIFICULDADE DE LOCOMOCAO (C) (Prioridade: 1 - Alta);1CIA IND/2CIA/1PEL(PASSOS);UR00565;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;02/01/2025 08:07;Não
2025-37214311-8;(BM) 2025-000082990-001;01/01/2025 20:30;AVENIDA OLIVEIRA REZENDE, Nº 1300 - VILA OPERARIA - SAO SEBASTIAO PARAISO;-209.096.216;-469.957.754;X03000 - EMPENHO ADMINISTRATIVO (C) (Prioridade: 2 - Média);1CIA IND/2CIA/1PEL(PASSOS);ASL06087;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;02/01/2025 08:06;Não
2025-37214491-1;(BM) 2025-000091346-002;01/01/2025 20:47;RUA CONTAGEM, Nº 160 - PENHA - PASSOS;-207.150.924;-466.280.587;V03008 - VITIMA DE ATAQUE DE CAO (C) (Prioridade: 1 - Alta);1CIA IND/2CIA/1PEL(PASSOS);UR00565 / ABTS00495;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;02/01/2025 08:07;Não
2025-37217344-3;(BM) 2025-000110331-001;02/01/2025 01:36;RUA BOIADEIROS, Nº 288 - SAO FRANCISCO - PASSOS;;;V02502 - VITIMA DE QUEDA (MOTOCICLISTA) (C) (Prioridade: 1 - Alta);1CIA IND/2CIA/1PEL(PASSOS);UR00565;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;02/01/2025 08:07;Não
2025-37217772-7;(BM) 2025-000113623-001;02/01/2025 03:24;RUA IMACULADA CONCEICAO, Nº 423 - COHAB 4 - PASSOS;-207.197.498;-466.289.344;V03999 - OUTROS TIPOS DE APH DE TRAUMAS DIVERSOS   (C) (Prioridade: 1 - Alta);1CIA IND/2CIA/1PEL(PASSOS);UR00565;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;02/01/2025 08:07;Não
2025-37217842-0;(BM) 2025-000117374-001;02/01/2025 03:59;RUA GONCALVES DIAS, Nº 397 - SAO BENEDITO - PASSOS;-207.183.183;-466.056.162;V01003 - VITIMA COM CRISE CONVULSIVA (C) (Prioridade: 1 - Alta);1CIA IND/2CIA/1PEL(PASSOS);UR00565;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;02/01/2025 08:07;Não
