Nº chamada;Nº REDS;Data/hora de criação;Local do fato;Latitude  do local;Longitude do local;Natureza;Unidade Responsável;Recursos empenhados;Alerta;Destaque;Envolve autoridade;Tipo de classificação;Situação;Data/hora da situação atual;Evento associado
2025-40240350-9;(BM) 2025-030453826-001;01/07/2025 02:57;RUA EQUADOR, Nº 189 - POLIVALENTE - PASSOS;-207.066.899;-466.066.878;V01005 - VITIMA COM CRISE HIPERTENSIVA/HIPOTENSAO (C) (Prioridade: 1 - Alta);1CIA IND/2CIA/1PEL(PASSOS);UR04360;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;01/07/2025 07:58;Não
2025-40240649-3;(BM) 2025-030455511-001;01/07/2025 05:33;RUA RIO DOCE, Nº 194 - PASSOS;-207.094.731;-466.036.376;V01007 - VITIMA COM DISPNEIA (FALTA DE AR) (C) (Prioridade: 1 - Alta);1CIA IND/2CIA/1PEL(PASSOS);UR04360;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;01/07/2025 07:58;Não
2025-40242965-4;(BM) 2025-030483101-001;01/07/2025 10:27;RUA ACRE, Nº 796 - SANTA LUZIA - PASSOS;-207.098.809;-466.001.224;V01018 - VITIMA DE MAL NAO DEFINIDO (DISTURBIO) (C) (Prioridade: 1 - Alta);1CIA IND/2CIA/1PEL(PASSOS);UR04360;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;02/07/2025 09:52;Não
2025-40244553-8;(BM) 2025-030504739-001;01/07/2025 12:50;RUA SAO JOSE, Nº 333 - CARMELO - PASSOS;-2.071.514;-466.035.274;V01018 - VITIMA DE MAL NAO DEFINIDO (DISTURBIO) (C) (Prioridade: 1 - Alta);1CIA IND/2CIA/1PEL(PASSOS);UR04360;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;02/07/2025 09:52;Não
2025-40248661-2;(BM) 2025-030589027-001;01/07/2025 16:45;ESTRADA CSS0235 - SAO JOAO, Nº S/N - CASSIA;-205.679.887;-468.416.403;S04013 - BUSCA E RECUPERACAO DE CADAVER EM TERRA/EDIFICACOES (C) (Prioridade: 2 - Média);1CIA IND/2CIA/1PEL(PASSOS);UR00565;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;02/07/2025 09:51;Não
2025-40248766-0;(BM) 2025-030589105-001;01/07/2025 16:51;RUA MANUEL DA SILVEIRA MAIA, Nº 71 - PENHA 2 - PASSOS;-207.171.439;-466.321.477;V03021 - VITIMA DE SUICIDIO (TENTATIVA) - APH TRAUMA (C) (Prioridade: 1 - Alta);1CIA IND/2CIA/1PEL(PASSOS);UR04360;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;02/07/2025 09:52;Não
2025-40248976-3;(PM) 2025-030556763-001;01/07/2025 17:04;RUA PARANA / RUA CONTORNO - CENTRO - PASSOS;-20.718.017;-466.029.543;W98011 - SOLICITACAO DE APOIO (C) (Prioridade: 1 - Alta);1CIA IND/2CIA/1PEL(PASSOS);;Não;Não;Não;ATENDIDA PELO SAMU;Classificada;01/07/2025 18:24;Não
2025-40249922-0;(BM) 2025-030635069-001;01/07/2025 18:01;AVENIDA PERIMETRAL / RUA BOIADEIROS - PENHA - PASSOS;-207.197.501;-466.192.679;W98011 - SOLICITACAO DE APOIO (C) (Prioridade: 1 - Alta);1CIA IND/2CIA/1PEL(PASSOS);VOB00480;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;02/07/2025 09:52;Não
2025-40250316-7;(BM) 2025-030620922-002 / (PM) 2025-030620922-001;01/07/2025 18:26;CHACARA SBG0157 - ESTRADA GLORIA CANTEIROS, Nº S/N - SAO JOAO BATISTA GLORIA;-205.756.409;-464.101.662;W98011 - SOLICITACAO DE APOIO (C) (Prioridade: 1 - Alta);1CIA IND/2CIA/1PEL(PASSOS);UR04360;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;02/07/2025 09:53;Não
2025-40253717-4;(BM) 2025-030605649-001;01/07/2025 22:09;RUA PICA PAU / RUA PINTASSILGO - PARQUE DA FAZENDA - PASSOS;-20.737.551;-466.076.541;P03002 - PERIGO DE ELETROCUSSAO (C) (Prioridade: 2 - Média);1CIA IND/2CIA/1PEL(PASSOS);VOB00480;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;02/07/2025 09:51;Não
2025-40257663-9;(BM) 2025-030647520-001;02/07/2025 08:24;AVENIDA JK, Nº S/N - MONSENHOR MESSIAS - PASSOS;-207.342.178;-465.979.772;O03999 - OUTROS TIPOS DE PERIGO DE EXPLOSAO / INCENDIO   (C) (Prioridade: 2 - Média);1CIA IND/2CIA/PEL PREV E VIST(PASSOS);APV06243;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;03/07/2025 08:07;Não
2025-40258941-5;(BM) 2025-030658743-001;02/07/2025 10:07;RUA GOIAS, Nº 1552 - BELA VISTA - PASSOS;;;V03019 - VITIMA DE QUEDA DE ALTURA (C) (Prioridade: 1 - Alta);1CIA IND/2CIA/1PEL(PASSOS);UR04360;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;03/07/2025 08:07;Não
2025-40259358-6;(BM) 2025-030661013-001;02/07/2025 10:39;PRACA CORONEL FRANCISCO GOMES, Nº 100 - CENTRO - PASSOS;-207.167.452;-466.067.771;P01002 - VISTORIA DE LIBERACAO / EMISSAO DE AVCB (C) (Prioridade: 2 - Média);1CIA IND/2CIA/PEL PREV E VIST(PASSOS);APV06243;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;03/07/2025 08:07;Não
