Nº chamada;Nº REDS;Data/hora de criação;Local do fato;Latitude  do local;Longitude do local;Natureza;Unidade Responsável;Recursos empenhados;Alerta;Destaque;Envolve autoridade;Tipo de classificação;Situação;Data/hora da situação atual;Evento associado
2025-38691291-4;(BM) 2025-014933137-001;01/04/2025 07:18;RUA GAIVOTA, Nº 64 - NOSSA SENHORA DAS GRAÇAS - PASSOS;-207.380.692;-466.043.527;S06001 - SALVAMENTO DE ANIMAL EM RISCO / PERIGO (C) (Prioridade: 2 - Média);1CIA IND/2CIA/1PEL(PASSOS);ABTS00495;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;01/04/2025 07:49;Não
2025-38691590-5;(BM) 2025-014976070-001;01/04/2025 07:55;RUA DOUTOR CARVALHO, Nº 1455 - NOSSA SENHORA DAS GRAÇAS - PASSOS;-207.352.269;-466.037.303;Q03006 - TREINAMENTO DE FORMACAO DE BRIGADAS (C) (Prioridade: 2 - Média);1CIA IND/2CIA/1PEL(PASSOS);BM1797331;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;02/04/2025 07:34;Não
2025-38692898-6;(BM) 2025-014976000-001;01/04/2025 09:52;RUA BOTELHOS, Nº 972 - NOSSA SENHORA DE FATIMA - PASSOS;-206.996.959;-466.111.601;V01007 - VITIMA COM DISPNEIA (FALTA DE AR) (C) (Prioridade: 1 - Alta);1CIA IND/2CIA/1PEL(PASSOS);UR04360;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;02/04/2025 07:35;Não
2025-38693883-4;(BM) 2025-014976026-001;01/04/2025 11:06;AVENIDA PERIMETRAL / RUA BOIADEIROS - PENHA - PASSOS;-207.197.501;-466.192.679;V02403 - VITIMA DE COLISAO ENTRE AUTOMOVEIS (CARRO / CAMINHONETE) (C) (Prioridade: 1 - Alta);1CIA IND/2CIA/1PEL(PASSOS);UR04360;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;02/04/2025 07:35;Não
2025-38694867-3;(BM) 2025-014975400-001;01/04/2025 12:34;PRACA CONEGO VICENTE BIANCHI, Nº 107 - CENTRO - ALPINOPOLIS;-208.637.482;-463.918.898;X03000 - EMPENHO ADMINISTRATIVO (C) (Prioridade: 2 - Média);1CIA IND/2CIA/PEL PREV E VIST(PASSOS);APF01362;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;02/04/2025 07:34;Não
2025-38695267-1;(BM) 2025-015030027-001;01/04/2025 13:10;RUA DOUTOR CARVALHO, Nº 1455 - NOSSA SENHORA DAS GRAÇAS - PASSOS;-207.352.269;-466.037.303;Q03006 - TREINAMENTO DE FORMACAO DE BRIGADAS (C) (Prioridade: 2 - Média);1CIA IND/2CIA/COMANDANTE(PASSOS);BM1235613;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;02/04/2025 07:34;Não
2025-38696721-9;(BM) 2025-014998160-001;01/04/2025 14:42;RUA DOM INACIO DALMONT, Nº 186 - CARMELO - PASSOS;-207.153.333;-466.059.299;V03018 - VITIMA DE QUEDA DA PROPRIA ALTURA (C) (Prioridade: 1 - Alta);1CIA IND/2CIA/1PEL(PASSOS);UR04360;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;02/04/2025 07:35;Não
2025-38699667-1;(BM) 2025-015037830-001;01/04/2025 17:16;RUA COIMBRAS, Nº 819 - COIMBRAS - PASSOS;;;P02011 - VISTORIA EM ENXAME DE INSETOS (C) (Prioridade: 2 - Média);1CIA IND/2CIA/1PEL(PASSOS);ABTS00495;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;02/04/2025 07:34;Não
2025-38701137-4;(BM) 2025-015048765-001;01/04/2025 18:41;RUA ANA CANDIDA DE JESUS, Nº S/N - JARDIM CANADA - PASSOS;-207.510.973;-466.073.324;P02003 - VISTORIA EM LOTE VAGO (C) (Prioridade: 2 - Média);1CIA IND/2CIA/1PEL(PASSOS);ABTS00495;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;02/04/2025 07:34;Não
2025-38701365-9;(BM) 2025-015050660-001;01/04/2025 18:54;RUA ANA CANDIDA DE JESUS, Nº S/N - JARDIM CANADA - PASSOS;-207.510.973;-466.073.324;P02003 - VISTORIA EM LOTE VAGO (C) (Prioridade: 2 - Média);1CIA IND/2CIA/1PEL(PASSOS);ABTS00495;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;02/04/2025 07:34;Não
2025-38701409-2;(BM) 2025-015053599-001;01/04/2025 18:57;RUA FRANCISCO BARBOSA NASCIMENTO, Nº 116 - RESIDENCIAL VILLAGIO DI ITALIA - PASSOS;-207.304.765;-465.859.341;V01003 - VITIMA COM CRISE CONVULSIVA (C) (Prioridade: 1 - Alta);1CIA IND/2CIA/1PEL(PASSOS);UR04360;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;02/04/2025 07:35;Não
2025-38701638-0;(BM) 2025-015053140-001;01/04/2025 19:10;RUA ANA CANDIDA DE JESUS, Nº S/N - JARDIM CANADA - PASSOS;-207.510.973;-466.073.324;P02003 - VISTORIA EM LOTE VAGO (C) (Prioridade: 2 - Média);1CIA IND/2CIA/1PEL(PASSOS);ABTS00495;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;02/04/2025 07:35;Não
2025-38707946-4;(BM) 2025-015114951-001;02/04/2025 07:20;RUA JOSE MARIANO NEGRINHO, Nº 30 - COHAB 4 - PASSOS;-207.193.813;-466.336.837;V03005 - VITIMA DE AGRESSAO FISICA SEM USO DE ARMA (C) (Prioridade: 1 - Alta);1CIA IND/2CIA/1PEL(PASSOS);UR04360;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;03/04/2025 08:01;Não
2025-38707989-7;;02/04/2025 07:25;ESTRADA CLV0223 - MASCARENHAS DE MORAES, Nº S/N - CLARAVAL;-20.279.139;-472.088.894;X03000 - EMPENHO ADMINISTRATIVO (C) (Prioridade: 2 - Média);1CIA IND/2CIA/PEL PREV E VIST(PASSOS);;Não;Não;Não;TESTE;Classificada;02/04/2025 07:28;Não
2025-38708643-8;(BM) 2025-015245372-001;02/04/2025 08:30;RUA DOUTOR CARVALHO, Nº 1455 - NOSSA SENHORA DAS GRAÇAS - PASSOS;-207.352.269;-466.037.303;Q03006 - TREINAMENTO DE FORMACAO DE BRIGADAS (C) (Prioridade: 2 - Média);1CIA IND/2CIA/PEL PREV E VIST(PASSOS);APF01362;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;03/04/2025 05:42;Não
2025-38708629-7;(BM) 2025-015124330-001;02/04/2025 08:31;RUA KANSAS, Nº 100 - SAO FRANCISCO - PASSOS;-207.284.384;-466.195.869;S06001 - SALVAMENTO DE ANIMAL EM RISCO / PERIGO (C) (Prioridade: 2 - Média);1CIA IND/2CIA/1PEL(PASSOS);ABTS00495;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;03/04/2025 08:00;Não
2025-38709925-5;(BM) 2025-015139078-001;02/04/2025 10:07;RUA IRLANDA, Nº 1050 - PASSOS;;;P02003 - VISTORIA EM LOTE VAGO (C) (Prioridade: 2 - Média);1CIA IND/2CIA/1PEL(PASSOS);ABTS00495;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;03/04/2025 08:00;Não
2025-38710223-5;(BM) 2025-015139156-001;02/04/2025 10:27;RUA JOSE ESTEVES PIANTINO, Nº 168 - PASSOS;;;P02003 - VISTORIA EM LOTE VAGO (C) (Prioridade: 2 - Média);1CIA IND/2CIA/1PEL(PASSOS);ABTS00495;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;03/04/2025 08:00;Não
2025-38710474-5;(BM) 2025-015141954-001;02/04/2025 10:43;RUA JOSE ESTEVES PIANTINO, Nº 98 - PASSOS;;;P02003 - VISTORIA EM LOTE VAGO (C) (Prioridade: 2 - Média);1CIA IND/2CIA/1PEL(PASSOS);ABTS00495;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;03/04/2025 08:00;Não
2025-38711770-3;;02/04/2025 12:28;RODOVIA MG 050, Km 13, Nº S/N - PASSOS;;;O04013 - INCENDIO EM PASTO (C) (Prioridade: 2 - Média);1CIA IND/2CIA/1PEL(PASSOS);ABTS00495;Não;Não;Não;ATENDIDA PELO SAMU;Classificada;03/04/2025 08:01;Não
2025-38712777-8;(PM) 2025-015176048-001;02/04/2025 13:52;AVENIDA PERIMETRAL, Nº 3709 - PENHA - PASSOS;-207.208.857;-466.197.563;W98011 - SOLICITACAO DE APOIO (C) (Prioridade: 1 - Alta);1CIA IND/2CIA/1PEL(PASSOS);;Não;Não;Não;DUPLICADA;Classificada;02/04/2025 14:12;Não
2025-38712826-1;(BM) 2025-015172184-001;02/04/2025 13:53;AVENIDA PERIMETRAL / AVENIDA BRASILIA - JARDIM PINHEIROS - PASSOS;-207.207.426;-466.206.583;V02402 - VITIMA DE COLISAO ENTRE MOTOCICLETAS (C) (Prioridade: 1 - Alta);1CIA IND/2CIA/1PEL(PASSOS);UR04360;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;03/04/2025 08:01;Não
2025-38712838-0;;02/04/2025 13:55;RUA ARIES, Nº 30 - SERRA VERDE - PASSOS;-207.412.183;-465.942.359;O04012 - INCENDIO EM LOTE VAGO (AREA URBANA) (C) (Prioridade: 2 - Média);1CIA IND/2CIA/1PEL(PASSOS);;Não;Não;Não;DISPENSADA PELO SOLICITANTE;Classificada;02/04/2025 14:04;Não
