Nº chamada;Nº REDS;Data/hora de criação;Local do fato;Latitude  do local;Longitude do local;Natureza;Unidade Responsável;Recursos empenhados;Alerta;Destaque;Envolve autoridade;Tipo de classificação;Situação;Data/hora da situação atual;Evento associado
2025-42279689-2;(BM) 2025-050579699-001;01/11/2025 00:48;RUA MANUEL ANTONIO SOARES DE SOUZA, Nº S/N - RESIDENCIAL VILLAGIO DI ITALIA - PASSOS;-207.327.792;-465.924.119;V01006 - VITIMA COM DIFICULDADE DE LOCOMOCAO (C) (Prioridade: 1 - Alta);1CIA IND/2CIA/1PEL(PASSOS);UR04360;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;02/11/2025 06:03;Não
2025-42282239-4;(BM) 2025-050585458-001;01/11/2025 08:10;RUA DIAMANTE, Nº 1678 - ACLIMACAO - PASSOS;-207.539.964;-465.991.648;S06008 - CORTE DE ARVORE CAIDA EM VIA PUBLICA (C) (Prioridade: 2 - Média);1CIA IND/2CIA/1PEL(PASSOS);ASL06087;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;02/11/2025 07:30;Não
2025-42282337-3;(BM) 2025-050605870-001;01/11/2025 08:25;RUA DOUTOR CARVALHO, Nº 1455 - NOSSA SENHORA DAS GRAÇAS - PASSOS;-207.352.269;-466.037.303;W06000 - TESTE (C) (Prioridade: 3 - Baixa);1CIA IND/2CIA/1PEL(PASSOS);ABT00816;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;02/11/2025 07:30;Não
2025-42282848-2;(BM) 2025-050605868-001;01/11/2025 09:23;AVENIDA CEL RAIMUNDO DE FREITAS, Nº S/N - MIRANTE DO VALE - PASSOS;-207.234.112;-465.770.051;S06003 - CAPTURA DE CAO PERIGOSO / AGRESSIVO (C) (Prioridade: 2 - Média);1CIA IND/2CIA/1PEL(PASSOS);ASL07161;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;02/11/2025 07:30;Não
2025-42287899-0;(BM) 2025-050635507-001;01/11/2025 16:18;AVENIDA SABIA / RUA OPERARIOS - MUARAMA 2 - PASSOS;-207.359.075;-466.122.774;V02408 - VITIMA DE COLISAO ENTRE AUTOMOVEL X MOTOCICLETA (C) (Prioridade: 1 - Alta);1CIA IND/2CIA/1PEL(PASSOS);UR04360;Sim;Não;Não;BOLETIM DE OCORRENCIA;Classificada;02/11/2025 07:31;Não
2025-42288556-0;(BM) 2025-050639273-001;01/11/2025 16:58;RUA MARIA AGELUNE, Nº 208 - RESIDENCIAL VILLAGIO DI ITALIA - PASSOS;-207.315.547;-46.589.602;S06002 - CAPTURA DE ANIMAL SILVESTRE PERIGOSO / AGRESSIVO (C) (Prioridade: 2 - Média);1CIA IND/2CIA/1PEL(PASSOS);ASL06087;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;02/11/2025 07:30;Não
2025-42291074-7;(BM) 2025-050665713-001;01/11/2025 19:27;RUA ALFERES JOAO PIMENTA DE ABREU, Nº 80 - EXPOSICAO - PASSOS;;;O02001 - INCENDIO EM RESIDENCIA/HABITACAO UNIFAMILIAR (CASA) (C) (Prioridade: 1 - Alta);1CIA IND/2CIA/1PEL(PASSOS);VOB00480;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;02/11/2025 07:31;Não
2025-42291722-5;(BM) 2025-050665754-001;01/11/2025 20:05;RUA ITAIPU, Nº 537 - VILA RICA - PASSOS;-207.249.323;-465.950.144;S06001 - SALVAMENTO DE ANIMAL EM RISCO / PERIGO (C) (Prioridade: 2 - Média);1CIA IND/2CIA/1PEL(PASSOS);VOB00480;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;02/11/2025 07:31;Não
2025-42297364-0;(BM) 2025-050705171-001;02/11/2025 01:20;RUA VEREADOR PROF OSVALDO L NEGRAO, Nº 81 - COHAB 4 - PASSOS;-207.216.919;-466.358.139;V03018 - VITIMA DE QUEDA DA PROPRIA ALTURA (C) (Prioridade: 1 - Alta);1CIA IND/2CIA/1PEL(PASSOS);UR04360;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;02/11/2025 07:31;Não
2025-42299552-0;;02/11/2025 06:49;RUA GUANABARA, Nº 1421 - RECANTO DA HARMONIA - PASSOS;-207.064.454;-465.987.407;V01003 - VITIMA COM CRISE CONVULSIVA (C) (Prioridade: 1 - Alta);1CIA IND/2CIA/1PEL(PASSOS);UR04360;Não;Não;Não;DISPENSADA PELO SOLICITANTE;Classificada;02/11/2025 07:31;Não
