Nº chamada;Nº REDS;Data/hora de criação;Local do fato;Latitude  do local;Longitude do local;Natureza;Unidade Responsável;Recursos empenhados;Alerta;Destaque;Envolve autoridade;Tipo de classificação;Situação;Data/hora da situação atual;Evento associado
2022-20164384-0;(BM) 2022-000007028-001;01/01/2022 01:39;RUA CARAJAS, Nº S/N - VILA ROMANA - PASSOS;-207.435.197;-466.105.654;V02402 - VITIMA DE COLISAO ENTRE MOTOCICLETAS (C) (Prioridade: 1 - Alta);1CIA IND/2CIA/1PEL(PASSOS);UR0565;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;02/01/2022 07:14;Não
2022-20165481-1;(BM) 2022-000013837-001;01/01/2022 02:54;RUA MUZAMBINHO, Nº 1209 - JARDIM ELAINE - PASSOS;-206.960.525;-466.141.269;V01007 - VITIMA COM DISPNEIA (FALTA DE AR) (C) (Prioridade: 1 - Alta);1CIA IND/2CIA/1PEL(PASSOS);UR0565;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;02/01/2022 07:14;Não
2022-20167239-7;(BM) 2022-000022327-001;01/01/2022 05:50;RODOVIA MG 050, Nº S/N - PASSOS;-207.371.492;-466.395.925;S05103 - CHOQUE DE AUTOMOVEL (CARRO, CAMIONETA, CAMINHONETE) (C) (Prioridade: 1 - Alta);1CIA IND/2CIA/1PEL(PASSOS);UR0565 / ABTS0495;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;02/01/2022 07:14;Não
2022-20168332-8;(BM) 2022-000031776-002;01/01/2022 08:33;RUA DOUTOR CARVALHO, Nº 1455 - NOSSA SENHORA DAS GRAÇAS - PASSOS;-207.352.269;-466.037.303;V03017 - VITIMA DE PRINCIPIO DE AFOGAMENTO (C) (Prioridade: 1 - Alta);1CIA IND/2CIA/1PEL(PASSOS);ASL00064 / UR0565;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;02/01/2022 08:31;Não
2022-20169148-4;(BM) 2022-000035172-001;01/01/2022 10:20;RUA NITEROI, Nº 937 - RECANTO DA HARMONIA - PASSOS;-207.047.153;-465.975.489;V01013 - VITIMA DE EMERGENCIAS PSIQUIATRICAS (C) (Prioridade: 1 - Alta);1CIA IND/2CIA/1PEL(PASSOS);UR0565;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;02/01/2022 08:31;Não
2022-20169620-8;(BM) 2022-000056804-001;01/01/2022 11:24;ESTRADA PRINCIPAL ESTRADA DAS TRES ILHAS S/N, Nº S/N - SAO JOAO BATISTA GLORIA;-206.341.689;-465.676.094;S06007 - CORTE / PODA DE ARVORE COM RISCO IMINENTE DE QUEDA (C) (Prioridade: 2 - Média);1CIA IND/2CIA/1PEL(PASSOS);ASL00064;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;02/01/2022 08:31;Não
2022-20170080-0;(BM) 2022-000043545-001;01/01/2022 12:32;PRACA MONSENHOR MATIAS, Nº 156 - PENHA - PASSOS;-207.162.436;-466.156.603;V01007 - VITIMA COM DISPNEIA (FALTA DE AR) (C) (Prioridade: 1 - Alta);1CIA IND/2CIA/1PEL(PASSOS);UR0565;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;02/01/2022 08:32;Não
2022-20172873-1;(BM) 2022-000069020-001;01/01/2022 16:52;RUA IATE, Nº 222 - MONSENHOR MESSIAS - PASSOS;-207.384.061;-466.014.221;V01013 - VITIMA DE EMERGENCIAS PSIQUIATRICAS (C) (Prioridade: 1 - Alta);1CIA IND/2CIA/1PEL(PASSOS);UR0565;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;02/01/2022 08:32;Não
2022-20173371-9;(BM) 2022-000080738-001;01/01/2022 17:31;TRAVESSA SAO TOME, Nº 319 - CANDEIAS - PASSOS;-207.260.938;-466.158.512;V01018 - VITIMA DE MAL NAO DEFINIDO (DISTURBIO) (C) (Prioridade: 1 - Alta);1CIA IND/2CIA/1PEL(PASSOS);UR0565;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;02/01/2022 08:32;Não
2022-20174325-7;(BM) 2022-000083051-001;01/01/2022 18:45;RUA DOUTOR CARVALHO, Nº 1455 - NOSSA SENHORA DAS GRAÇAS - PASSOS;-207.352.269;-466.037.303;Q03001 - TREINAMENTO DE COMBATE A INCENDIO (C) (Prioridade: 2 - Média);1CIA IND/2CIA/1PEL(PASSOS);ABTS0495;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;02/01/2022 08:31;Não
2022-20174682-4;(BM) 2022-000085784-001;01/01/2022 19:09;AVENIDA JUPITER, Nº 1060 - COHAB 3 - PASSOS;-20.706.002;-466.231.863;V01018 - VITIMA DE MAL NAO DEFINIDO (DISTURBIO) (C) (Prioridade: 1 - Alta);1CIA IND/2CIA/1PEL(PASSOS);UR0565;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;02/01/2022 08:32;Não
2022-20178700-6;(BM) 2022-000120196-001;02/01/2022 00:20;RUA TRES DE MAIO, Nº 282 - BELO HORIZONTE - PASSOS;-207.238.091;-466.047.169;V01018 - VITIMA DE MAL NAO DEFINIDO (DISTURBIO) (C) (Prioridade: 1 - Alta);1CIA IND/2CIA/1PEL(PASSOS);UR0565;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;02/01/2022 08:32;Não
2022-20180684-4;(PM) 2022-000144624-001;02/01/2022 07:28;RUA ANGRA DOS REIS, Nº 370 - RECANTO DA HARMONIA - PASSOS;-207.032.693;-465.963.528;W98011 - SOLICITACAO DE APOIO (C) (Prioridade: 1 - Alta);1CIA IND/2CIA/1PEL(PASSOS);;Não;Não;Não;DISPENSADA PELO SOLICITANTE;Classificada;02/01/2022 08:30;Não
