Nº chamada;Nº REDS;Data/hora de criação;Local do fato;Latitude  do local;Longitude do local;Natureza;Unidade Responsável;Recursos empenhados;Alerta;Destaque;Envolve autoridade;Tipo de classificação;Situação;Data/hora da situação atual;Evento associado
2022-21048113-2;(BM) 2022-009196065-001;01/03/2022 02:45;AVENIDA DOUTOR BRENO SOARES MAIA, Nº S/N - BELO HORIZONTE - PASSOS;-207.274.464;-466.041.645;S06002 - CAPTURA DE ANIMAL SILVESTRE PERIGOSO / AGRESSIVO (C) (Prioridade: 2 - Média);1CIA IND/2CIA/1PEL(PASSOS);ASL00064;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;01/03/2022 08:12;Não
2022-21048848-9;(BM) 2022-009209824-001;01/03/2022 06:34;RUA WALDOMIRO CAETANO MACHADO, Nº 400 - NOVA CALIFORNIA - PASSOS;-206.998.807;-466.223.967;O02001 - INCENDIO EM RESIDENCIA/HABITACAO UNIFAMILIAR (CASA) (C) (Prioridade: 1 - Alta);1CIA IND/2CIA/1PEL(PASSOS);ABTS0495;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;01/03/2022 08:12;Não
2022-21049615-6;(BM) 2022-009209577-001;01/03/2022 08:36;FAZENDA TURVO - MG 050 - NATANAEL ALVES DE BRITO JUNIOR, Nº S/N - CAPITOLIO;-206.551.957;-462.196.395;P03003 - PREVENCAO AQUATICA / OPERACAO VERANICO (C) (Prioridade: 2 - Média);1CIA IND/2CIA/PEL PREV E VIST(PASSOS);APF01362;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;03/03/2022 07:02;Não
2022-21050071-7;(BM) 2022-009213694-001;01/03/2022 09:32;RODOVIA MG 050, Nº S/N - PASSOS;-207.371.492;-466.395.925;V03018 - VITIMA DE QUEDA DA PROPRIA ALTURA (C) (Prioridade: 1 - Alta);1CIA IND/2CIA/1PEL(PASSOS);UR0565;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;03/03/2022 07:03;Não
2022-21050359-5;(BM) 2022-009298766-001;01/03/2022 10:12;RUA FRANCISCA CHERCHIGLIA PIASSI, Nº 16 - JARDIM CANADA - PASSOS;-207.518.754;-466.074.982;V01006 - VITIMA COM DIFICULDADE DE LOCOMOCAO (C) (Prioridade: 1 - Alta);1CIA IND/2CIA/1PEL(PASSOS);UR0565;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;03/03/2022 07:03;Não
2022-21050571-0;;01/03/2022 10:31;RUA FRANCISCA CHERCHIGLIA PIASSI, Nº 16 - JARDIM CANADA - PASSOS;-207.518.754;-466.074.982;V01001 - VITIMA DE ACIDENTE VASCULAR CEREBRAL (AVC) (C) (Prioridade: 1 - Alta);1CIA IND/2CIA/1PEL(PASSOS);;Não;Não;Não;DUPLICADA;Classificada;01/03/2022 10:34;Não
2022-21051658-1;(BM) 2022-009229446-001;01/03/2022 12:54;RUA FRANCISCO VENANCIO, Nº 309 - COHAB 3 - PASSOS;-207.012.084;-466.266.947;V01007 - VITIMA COM DISPNEIA (FALTA DE AR) (C) (Prioridade: 1 - Alta);1CIA IND/2CIA/1PEL(PASSOS);UR0565;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;03/03/2022 07:03;Não
2022-21053688-3;(BM) 2022-009281195-001;01/03/2022 15:47;RUA CARMO DO RIO CLARO, Nº S/N - NOSSA SENHORA DE FATIMA - PASSOS;-207.026.276;-466.139.861;P02002 - VISTORIA EM RISCO DE QUEDA DE ARVORE (C) (Prioridade: 2 - Média);1CIA IND/2CIA/1PEL(PASSOS);ABTS0495;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;03/03/2022 07:02;Não
2022-21062509-3;(BM) 2022-009383959-001;02/03/2022 07:01;FAZENDA TURVO - MG 050 - NATANAEL ALVES DE BRITO JUNIOR, Nº S/N - CAPITOLIO;-206.551.957;-462.196.395;P03003 - PREVENCAO AQUATICA / OPERACAO VERANICO (C) (Prioridade: 2 - Média);1CIA IND/2CIA/1PEL(PASSOS);ASL00064;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;03/03/2022 07:02;Não
2022-21062840-7;(BM) 2022-009332160-001;02/03/2022 07:51;RUA JUIZ DE FORA, Nº 828 - COHAB 3 - PASSOS;-207.068.878;-46.626.686;V02111 - VITIMA DE ATROPELAMENTO DE ONIBUS / MICRO-ONIBUS X ANIMAL (C) (Prioridade: 1 - Alta);1CIA IND/2CIA/1PEL(PASSOS);UR0565;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;03/03/2022 07:03;Não
2022-21063557-1;(BM) 2022-009340351-001;02/03/2022 09:19;AVENIDA AROUCA, Nº S/N - CENTRO - PASSOS;-20.715.228;-466.094.169;V02409 - VITIMA DE COLISAO ENTRE AUTOMOVEL X CAMINHAO / CARRETA (C) (Prioridade: 1 - Alta);1CIA IND/2CIA/1PEL(PASSOS);UR0565;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;03/03/2022 07:03;Não
2022-21064890-6;(BM) 2022-009357556-001;02/03/2022 11:47;RODOVIA MG 050, Nº S/N - SANTA TEREZINHA - ITAU DE MINAS;-207.498.551;-467.534.723;O02035 - INCENDIO EM AMONTOADO DE PNEUS (C) (Prioridade: 2 - Média);1CIA IND/2CIA/1PEL(PASSOS);ABTS0495;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;03/03/2022 07:02;Não
2022-21066746-0;(BM) 2022-009373089-001;02/03/2022 14:48;PRACA TRINDADE, Nº S/N - PENHA - PASSOS;-207.157.556;-466.159.943;V01003 - VITIMA COM CRISE CONVULSIVA (C) (Prioridade: 1 - Alta);1CIA IND/2CIA/1PEL(PASSOS);UR0565;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;03/03/2022 07:03;Não
2022-21069002-0;(BM) 2022-009397140-001;02/03/2022 17:15;RUA BOA ESPERANCA, Nº 334 - CALIFORNIA - PASSOS;-20.701.081;-466.176.843;V01008 - VITIMA COM DOR ABDOMINAL (ABDOME AGUDO) (C) (Prioridade: 1 - Alta);1CIA IND/2CIA/1PEL(PASSOS);UR0565;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;03/03/2022 07:03;Não
2022-21069910-9;(BM) 2022-009406247-001;02/03/2022 18:19;RUA LICOMEDIO HONORIO DE FREITAS, Nº 220 - RECANTO DA TEKA - PASSOS;-20.742.998;-46.598.374;V01999 - OUTROS TIPOS DE APH CLINICO (C) (Prioridade: 1 - Alta);1CIA IND/2CIA/1PEL(PASSOS);UR0565;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;03/03/2022 07:03;Não
2022-21070577-9;(BM) 2022-009413104-001;02/03/2022 19:15;RUA DOUTOR CARVALHO, Nº 222 - CENTRO - PASSOS;-207.237.706;-46.607.898;X03000 - EMPENHO ADMINISTRATIVO (C) (Prioridade: 2 - Média);1CIA IND/2CIA/1PEL(PASSOS);UR0565;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;03/03/2022 07:03;Não
2022-21071992-6;(BM) 2022-009430760-001;02/03/2022 21:06;RUA TURQUESA, Nº 1266 - PASSOS;-207.386.125;-465.773.944;V01999 - OUTROS TIPOS DE APH CLINICO (C) (Prioridade: 1 - Alta);1CIA IND/2CIA/1PEL(PASSOS);UR0565;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;03/03/2022 07:03;Não
2022-21073242-7;(BM) 2022-009441168-001;02/03/2022 22:51;RUA JERONIMO NETO, Nº 325 - BELO HORIZONTE - PASSOS;-207.253.482;-46.604.172;V01020 - VITIMA COM PARADA CARDIORRESPIRATORIA (C) (Prioridade: 1 - Alta);1CIA IND/2CIA/1PEL(PASSOS);UR0565;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;03/03/2022 07:03;Não
2022-21075241-5;(BM) 2022-009459809-001;03/03/2022 06:11;RUA RIO TIETE, Nº 795 - RECANTO DA HARMONIA - PASSOS;-207.058.062;-465.989.883;V03018 - VITIMA DE QUEDA DA PROPRIA ALTURA (C) (Prioridade: 1 - Alta);1CIA IND/2CIA/1PEL(PASSOS);UR0565;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;03/03/2022 07:06;Não
2022-21075609-0;(BM) 2022-009461394-001;03/03/2022 07:22;RUA DOS ADVOGADOS, Nº 198 - COHAB - IBIRACI;-204.605.838;-471.211.088;P01002 - VISTORIA DE LIBERACAO / EMISSAO DE AVCB (C) (Prioridade: 2 - Média);1CIA IND/2CIA/PEL PREV E VIST(PASSOS);APF01362;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;03/03/2022 22:54;Não
2022-21076261-8;(BM) 2022-009467924-001;03/03/2022 08:36;RUA ODILON LEMOS DE MELO, Nº 333 - FLAMBOYANT - PASSOS;-207.565.682;-466.061.814;S06002 - CAPTURA DE ANIMAL SILVESTRE PERIGOSO / AGRESSIVO (C) (Prioridade: 2 - Média);1CIA IND/2CIA/1PEL(PASSOS);ABTS0495;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;03/03/2022 22:55;Não
2022-21076269-0;(BM) 2022-009468277-001;03/03/2022 08:40;RODOVIA MG 050, Nº S/N - PASSOS;-207.371.492;-466.395.925;P01002 - VISTORIA DE LIBERACAO / EMISSAO DE AVCB (C) (Prioridade: 2 - Média);1CIA IND/2CIA/1PEL(PASSOS);ASL00064;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;03/03/2022 22:55;Não
2022-21077512-1;(BM) 2022-009486190-001;03/03/2022 10:32;RUA DOUTOR CARVALHO, Nº 1455 - NOSSA SENHORA DAS GRAÇAS - PASSOS;-207.352.269;-466.037.303;V03012 - VITIMA COM OBJETO PRESO AO CORPO (C) (Prioridade: 1 - Alta);1CIA IND/2CIA/1PEL(PASSOS);UR0565;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;03/03/2022 22:55;Não
2022-21078101-2;(BM) 2022-009492185-001;03/03/2022 11:20;MOSTEIRO MOSTEIRO, Nº S/N - CLARAVAL;-203.988.517;-472.828.562;P01002 - VISTORIA DE LIBERACAO / EMISSAO DE AVCB (C) (Prioridade: 2 - Média);1CIA IND/2CIA/PEL PREV E VIST(PASSOS);APF01362;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;03/03/2022 22:56;Não
2022-21078409-8;(BM) 2022-009495527-001;03/03/2022 11:56;RUA DOUTOR CARVALHO, Nº 1455 - NOSSA SENHORA DAS GRAÇAS - PASSOS;-207.352.269;-466.037.303;Q03005 - TREINAMENTO DE SALVAMENTO TERRESTRE (C) (Prioridade: 2 - Média);1CIA IND/2CIA/1PEL(PASSOS);BM1317692;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;03/03/2022 22:56;Não
2022-21079298-4;(BM) 2022-009504599-001;03/03/2022 13:34;RUA MANOEL DE OLIVEIRA MARTINS, Nº 615 - CAPETINGA;-206.250.771;-470.627.974;P01002 - VISTORIA DE LIBERACAO / EMISSAO DE AVCB (C) (Prioridade: 2 - Média);1CIA IND/2CIA/PEL PREV E VIST(PASSOS);APF01362;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;03/03/2022 22:56;Não
