Nº chamada;Nº REDS;Data/hora de criação;Local do fato;Latitude  do local;Longitude do local;Natureza;Unidade Responsável;Recursos empenhados;Alerta;Destaque;Envolve autoridade;Tipo de classificação;Situação;Data/hora da situação atual;Evento associado
2022-23334156-5;(BM) 2022-033131149-001;01/08/2022 08:36;AVENIDA CONTORNO, Nº 9530 - BARRO PRETO - BELO HORIZONTE;-199.226.311;-439.570.672;A18001 - EMPENHO DE AMBULANCIA DO IPSM (C) (Prioridade: 2 - Média);1CIA IND/2CIA/1PEL(PASSOS);1193;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;04/08/2022 07:17;Não
2022-23335851-9;(BM) 2022-033154052-001;01/08/2022 11:03;RUA GERALDO MIGUEL DA FONSECA, Nº 100 - JARDIM PLANALTO - PASSOS;-207.226.388;-466.258.398;S06001 - SALVAMENTO DE ANIMAL EM RISCO / PERIGO (C) (Prioridade: 2 - Média);1CIA IND/2CIA/1PEL(PASSOS);ASL00064;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;03/08/2022 06:12;Não
2022-23336627-0;(BM) 2022-033165169-001;01/08/2022 12:18;RUA SENZALA, Nº 504 - CASARAO - PASSOS;-207.198.747;-465.866.061;V01003 - VITIMA COM CRISE CONVULSIVA (C) (Prioridade: 1 - Alta);1CIA IND/2CIA/1PEL(PASSOS);UR0565;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;03/08/2022 06:09;Não
2022-23337043-5;(BM) 2022-033168920-001;01/08/2022 13:01;TRAVESSA CANOAS, Nº 40 - NOVO HORIZONTE - PASSOS;-207.344.074;-466.018.489;A03000 - AUTO EXTERMINIO (SUICIDIO) (C) (Prioridade: 1 - Alta);1CIA IND/2CIA/1PEL(PASSOS);UR0565;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;03/08/2022 06:09;Não
2022-23337431-4;(BM) 2022-033173306-001;01/08/2022 13:35;RODOVIA LMG 837, Km 16 - FORTALEZA DE MINAS;-208.405.901;-467.066.877;S05201 - CAPOTAMENTO DE AUTOMOVEL (CARRO, CAMIONETA, CAMINHONETE) (C) (Prioridade: 1 - Alta);1CIA IND/2CIA/1PEL(PASSOS);ASL00064;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;03/08/2022 06:09;Não
2022-23337950-1;(BM) 2022-033180204-001;01/08/2022 14:15;RUA DOUTOR CARVALHO, Nº 1455 - NOSSA SENHORA DAS GRAÇAS - PASSOS;-207.352.269;-466.037.303;Q05002 - PROJETO DE DIVULGACAO DA NATACAO (C) (Prioridade: 1 - Alta);1CIA IND/2CIA/PEL PREV E VIST(PASSOS);BM1644855;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;03/08/2022 06:09;Não
2022-23340987-0;(BM) 2022-033225423-001;01/08/2022 17:10;RUA BOLIVIA, Nº 85 - POLIVALENTE - PASSOS;-207.070.909;-466.062.364;V03012 - VITIMA COM OBJETO PRESO AO CORPO (C) (Prioridade: 1 - Alta);1CIA IND/2CIA/1PEL(PASSOS);ABTS0495;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;03/08/2022 06:08;Não
2022-23341426-8;(BM) 2022-033225480-002;01/08/2022 17:35;RUA GERALDO DE OLIVEIRA LIMA, Nº 28 - PASSOS;-207.326.536;-466.178.659;O04011 - INCENDIO EM AREA URBANA NAO PROTEGIDA (C) (Prioridade: 2 - Média);1CIA IND/2CIA/1PEL(PASSOS);ABTS0495 / ASL00064;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;03/08/2022 06:12;Não
2022-23343518-5;(BM) 2022-033252495-001;01/08/2022 19:56;RUA MISSISSIPI, Nº 25 - RESIDENCIAL ELDORADO - PASSOS;-207.323.684;-466.232.567;S06005 - CAPTURA DE INSETOS (C) (Prioridade: 2 - Média);1CIA IND/2CIA/1PEL(PASSOS);ASL00064;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;03/08/2022 06:11;Não
2022-23343969-4;(BM) 2022-033252441-001;01/08/2022 20:31;RODOVIA MG 050, Nº S/N - PASSOS;-207.371.492;-466.395.925;V01003 - VITIMA COM CRISE CONVULSIVA (C) (Prioridade: 1 - Alta);1CIA IND/2CIA/1PEL(PASSOS);UR0565;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;03/08/2022 06:08;Não
