Nº chamada;Nº REDS;Data/hora de criação;Local do fato;Latitude  do local;Longitude do local;Natureza;Unidade Responsável;Recursos empenhados;Alerta;Destaque;Envolve autoridade;Tipo de classificação;Situação;Data/hora da situação atual;Evento associado
2021-18718311-6;(BM) 2021-047469780-001;01/10/2021 10:22;RUA DUQUE CAXIAS, Nº 46 - CANDEIAS - PASSOS;-207.242.474;-466.147.628;V01007 - VITIMA COM DISPNEIA (FALTA DE AR) (C) (Prioridade: 1 - Alta);1CIA IND/2CIA/1PEL(PASSOS);UR0565;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;07/10/2021 03:02;Não
2021-18719118-1;(BM) 2021-047481926-001;01/10/2021 11:28;AVENIDA COMENDADOR FRANCISCO A MAIA, Nº 3560 - MARIO MAGALHAES - PASSOS;-207.291.012;-466.098.564;S05308 - COLISAO ENTRE AUTOMOVEL X MOTOCICLETA (C) (Prioridade: 1 - Alta);1CIA IND/2CIA/1PEL(PASSOS);UR0565;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;07/10/2021 02:58;Não
2021-18720256-2;(BM) 2021-047493749-001;01/10/2021 13:23;RODOVIA BR 146, Nº S/N - PASSOS;-20.758.941;-466.023.418;O04008 - INCENDIO EM AREA RURAL NAO PROTEGIDA (C) (Prioridade: 2 - Média);1CIA IND/2CIA/1PEL(PASSOS);ASL00064;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;07/10/2021 02:59;Não
2021-18720406-3;(BM) 2021-050925225-001;01/10/2021 13:39;TRAVESSA ETIOPIA, Nº 29 - CENTRO - PASSOS;-207.208.656;-466.047.032;V01006 - VITIMA COM DIFICULDADE DE LOCOMOCAO (C) (Prioridade: 1 - Alta);1CIA IND/2CIA/1PEL(PASSOS);UR0565;Não;Sim;Não;BOLETIM DE OCORRENCIA;Classificada;21/10/2021 21:08;Não
2021-18720861-0;(BM) 2021-047502193-001;01/10/2021 14:09;RUA SAO JOAO DEL REI, Nº 51 - CALIFORNIA - PASSOS;-207.045.837;-466.190.213;S05308 - COLISAO ENTRE AUTOMOVEL X MOTOCICLETA (C) (Prioridade: 1 - Alta);1CIA IND/2CIA/1PEL(PASSOS);UR0565;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;07/10/2021 02:58;Não
2021-18720988-0;(BM) 2021-047502087-001;01/10/2021 14:19;AVENIDA FRANCISCO SALLES, Nº 800 - POCOS DE CALDAS;-217.855.193;-465.625.686;P01002 - VISTORIA DE LIBERACAO / EMISSAO DE AVCB (C) (Prioridade: 2 - Média);1CIA IND (POCOS DE CALDAS);TPO00155;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;02/10/2021 07:05;Não
2021-18721235-8;(BM) 2021-047548192-001;01/10/2021 14:29;RODOVIA MG 050, Km 332 - PASSOS;-207.224.754;-463.952.797;O04008 - INCENDIO EM AREA RURAL NAO PROTEGIDA (C) (Prioridade: 2 - Média);1CIA IND/2CIA/1PEL(PASSOS);ABTS0495;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;07/10/2021 02:59;Não
2021-18722863-6;(BM) 2021-047555376-001;01/10/2021 16:01;ESTRADA MUMBUCA, Nº S/N - PASSOS;-20.890.833;-46.593.611;W08000 - CANCELADA POR INDISPONIBILIDADE DE VIATURA (C) (Prioridade: 3 - Baixa);1CIA IND/2CIA/1PEL(PASSOS);BM1797430;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;07/10/2021 02:59;Não
2021-18724295-6;(BM) 2021-047564167-001;01/10/2021 17:25;RUA TIOLINA SANTOS DE BRITO, Nº 600 - RESIDENCIAL RIO GRANDE - SAO JOAO BATISTA GLORIA;-206.462.783;-465.082.138;W08000 - CANCELADA POR INDISPONIBILIDADE DE VIATURA (C) (Prioridade: 3 - Baixa);1CIA IND/2CIA/1PEL(PASSOS);BM1797430;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;07/10/2021 02:59;Não
2021-18724890-0;(BM) 2021-047548963-001;01/10/2021 18:02;RUA DOUTOR CARVALHO, Nº 1455 - NOSSA SENHORA DAS GRAÇAS - PASSOS;-207.352.269;-466.037.303;Q03017 - TREINAMENTO DE PRIMEIROS SOCORROS (C) (Prioridade: 2 - Média);1CIA IND/2CIA/PEL PREV E VIST(PASSOS);TPO01115;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;07/10/2021 02:59;Não
2021-18725437-4;(BM) 2021-047584891-001;01/10/2021 18:40;RUA TIOLINA SANTOS DE BRITO, Nº 600 - RESIDENCIAL RIO GRANDE - SAO JOAO BATISTA GLORIA;-206.462.783;-465.082.138;O04008 - INCENDIO EM AREA RURAL NAO PROTEGIDA (C) (Prioridade: 2 - Média);1CIA IND/2CIA/1PEL(PASSOS);ASL00064;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;07/10/2021 02:59;Não
2021-18725701-0;(BM) 2021-047563450-001;01/10/2021 18:55;RUA ACRE, Nº 1249 - RECANTO DA HARMONIA - PASSOS;-207.067.853;-465.971.062;S06002 - CAPTURA DE ANIMAL SILVESTRE PERIGOSO / AGRESSIVO (C) (Prioridade: 2 - Média);1CIA IND/2CIA/1PEL(PASSOS);ABTS0495;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;07/10/2021 02:59;Não
2021-18728109-1;(BM) 2021-047581346-001;01/10/2021 21:28;AVENIDA JUCA STOCKLER, Nº 528 - BELO HORIZONTE - PASSOS;-207.287.104;-466.053.694;V01999 - OUTROS TIPOS DE APH CLINICO (C) (Prioridade: 1 - Alta);1CIA IND/2CIA/1PEL(PASSOS);UR0565;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;07/10/2021 02:58;Não
2021-18733958-2;(BM) 2021-047626775-001;02/10/2021 07:52;AVENIDA EXPEDICIONARIOS, Nº 497 - SAO BENEDITO - PASSOS;-20.722.196;-466.031.878;O02027 - INCENDIO VEIC. AUTOMOTOR (EXCETO TANQUE/ONIBUS/MICRO-ONIBUS) (C) (Prioridade: 1 - Alta);1CIA IND/2CIA/1PEL(PASSOS);ABTS0495 / ASL00064;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;02/10/2021 23:03;Não
