Nº chamada;Nº REDS;Data/hora de criação;Local do fato;Latitude  do local;Longitude do local;Natureza;Unidade Responsável;Recursos empenhados;Alerta;Destaque;Envolve autoridade;Tipo de classificação;Situação;Data/hora da situação atual;Evento associado
2021-15698801-4;(BM) 2021-015902945-001;01/04/2021 08:44;RUA DOUTOR CARVALHO, Nº 1455 - NOSSA SENHORA DAS GRAÇAS - PASSOS;-207.352.269;-466.037.303;Q03017 - TREINAMENTO DE PRIMEIROS SOCORROS (C) (Prioridade: 2 - Média);1CIA IND/2CIA/1PEL(PASSOS);BM1728914;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;04/04/2021 07:20;Não
2021-15699764-5;;01/04/2021 10:03;AVENIDA URIEL BATISTA DA COSTA, Nº 230 - POCOS DE CALDAS;;;V01018 - VITIMA DE MAL NAO DEFINIDO (DISTURBIO) (C) (Prioridade: 1 - Alta);1CIA IND (POCOS DE CALDAS);;Não;Não;Não;ATENSA-ATENDIDA PELO SAMU;Classificada;01/04/2021 10:05;Não
2021-15701508-1;(BM) 2021-015930670-001;01/04/2021 12:31;RUA CANADA, Nº 214 - NOVO MUNDO - PASSOS;-207.266.824;-465.902.858;P02011 - VISTORIA EM ENXAME DE INSETOS (C) (Prioridade: 2 - Média);1CIA IND/2CIA/1PEL(PASSOS);ASL00064;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;04/04/2021 07:20;Não
2021-15702388-7;(BM) 2021-015940816-001;01/04/2021 13:52;AVENIDA OLIVEIRA REZENDE, Nº 1300 - VILA OPERARIA - SAO SEBASTIAO PARAISO;-209.096.216;-469.957.754;X03000 - EMPENHO ADMINISTRATIVO (C) (Prioridade: 2 - Média);1CIA IND/2CIA/1PEL(PASSOS);ASL00064;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;04/04/2021 07:20;Não
2021-15702391-1;(BM) 2021-015941024-001;01/04/2021 13:53;RUA WALDOMIRO CAETANO MACHADO, Nº 250 - NOVA CALIFORNIA - PASSOS;-20.700.875;-466.213.845;P02004 - VISTORIA EM RISCO DE DESABAMENTO / DESMORONAMENTO (C) (Prioridade: 2 - Média);1CIA IND/2CIA/1PEL(PASSOS);ABTS0495;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;04/04/2021 07:20;Não
2021-15706323-3;(BM) 2021-015983185-001;01/04/2021 17:26;RODOVIA MGC 146, Km 351 - PASSOS;-206.607.622;-465.393.082;S06002 - CAPTURA DE ANIMAL SILVESTRE PERIGOSO / AGRESSIVO (C) (Prioridade: 2 - Média);1CIA IND/2CIA/1PEL(PASSOS);ASL00064;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;01/04/2021 18:03;Não
2021-15716691-3;(BM) 2021-016073753-001;02/04/2021 08:56;RUA DOUTOR CARVALHO, Nº 1455 - NOSSA SENHORA DAS GRAÇAS - PASSOS;-207.352.269;-466.037.303;Q03005 - TREINAMENTO DE SALVAMENTO TERRESTRE (C) (Prioridade: 2 - Média);1CIA IND/2CIA/1PEL(PASSOS);BM1206671;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;03/04/2021 06:36;Não
2021-15716737-2;(BM) 2021-016075897-001;02/04/2021 09:01;RUA RIO BRANCO, Nº 687 - POLIVALENTE - PASSOS;-207.028.701;-466.048.952;S06001 - SALVAMENTO DE ANIMAL EM RISCO / PERIGO (C) (Prioridade: 2 - Média);1CIA IND/2CIA/1PEL(PASSOS);ASL00064;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;03/04/2021 06:38;Não
2021-15717642-3;(BM) 2021-016181821-001;02/04/2021 10:25;FAZENDA SOLEDADE - USINA ITAIQUARA, Nº S/N - PASSOS;-206.612.242;-465.539.428;P01001 - VISTORIA DE FISCALIZACAO (C) (Prioridade: 2 - Média);1CIA IND/2CIA/1PEL(PASSOS);ASL00064;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;03/04/2021 06:39;Não
2021-15720184-9;(BM) 2021-016105958-001;02/04/2021 14:26;AVENIDA CHICO XAVIER, Nº S/N - JARDIM PLANALTO - PASSOS;-207.197.803;-466.285.997;O04012 - INCENDIO EM LOTE VAGO (AREA URBANA) (C) (Prioridade: 2 - Média);1CIA IND/2CIA/1PEL(PASSOS);ABTS0495;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;03/04/2021 06:45;Não
2021-15721495-4;(BM) 2021-016128350-001;02/04/2021 15:45;AVENIDA AMAZONAS, Nº 261 - BELA VISTA - PASSOS;-207.162.304;-466.000.532;P03002 - PERIGO DE ELETROCUSSAO (C) (Prioridade: 2 - Média);1CIA IND/2CIA/1PEL(PASSOS);ABTS0495;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;03/04/2021 06:46;Não
2021-15722416-3;(BM) 2021-016128532-001;02/04/2021 16:40;RUA VENUS, Nº 190 - COHAB 3 - PASSOS;-207.078.162;-466.203.636;P02003 - VISTORIA EM LOTE VAGO (C) (Prioridade: 2 - Média);1CIA IND/2CIA/1PEL(PASSOS);ABTS0495;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;03/04/2021 06:49;Não
2021-15722580-7;(BM) 2021-016130090-001;02/04/2021 16:51;RUA VENUS, Nº 190 - COHAB 3 - PASSOS;-207.078.162;-466.203.636;P02003 - VISTORIA EM LOTE VAGO (C) (Prioridade: 2 - Média);1CIA IND/2CIA/1PEL(PASSOS);ABTS0495;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;03/04/2021 06:49;Não
2021-15722777-1;(BM) 2021-016132283-001;02/04/2021 17:03;RUA VENUS, Nº 190 - COHAB 3 - PASSOS;-207.078.162;-466.203.636;P02003 - VISTORIA EM LOTE VAGO (C) (Prioridade: 2 - Média);1CIA IND/2CIA/1PEL(PASSOS);ABTS0495;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;03/04/2021 06:50;Não
2021-15722964-9;(BM) 2021-016133641-001;02/04/2021 17:11;RUA MANTIQUEIRA, Nº S/N - RECANTO DEL REI - PASSOS;-207.297.558;-465.957.907;O04012 - INCENDIO EM LOTE VAGO (AREA URBANA) (C) (Prioridade: 2 - Média);1CIA IND/2CIA/1PEL(PASSOS);ABTS0495;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;03/04/2021 06:50;Não
2021-15723121-5;(BM) 2021-016135127-001;02/04/2021 17:20;RUA MANTIQUEIRA, Nº S/N - RECANTO DEL REI - PASSOS;-207.297.558;-465.957.907;O04012 - INCENDIO EM LOTE VAGO (AREA URBANA) (C) (Prioridade: 2 - Média);1CIA IND/2CIA/1PEL(PASSOS);ABTS0495;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;03/04/2021 06:50;Não
2021-15723205-3;(BM) 2021-016135822-001;02/04/2021 17:24;RUA MANTIQUEIRA, Nº S/N - RECANTO DEL REI - PASSOS;-207.297.558;-465.957.907;O04012 - INCENDIO EM LOTE VAGO (AREA URBANA) (C) (Prioridade: 2 - Média);1CIA IND/2CIA/1PEL(PASSOS);ABTS0495;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;03/04/2021 06:50;Não
2021-15723546-4;(BM) 2021-016139937-001;02/04/2021 17:42;RUA ELZO CALIXTO MATTAR / RUA ALFERES JOAO PIMENTA DE ABREU - MUARAMA 2 - PASSOS;-207.335.005;-466.103.917;O02033 - INCENDIO EM AMONTOADO DE LIXO (C) (Prioridade: 2 - Média);1CIA IND/2CIA/1PEL(PASSOS);ABTS0495;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;04/04/2021 07:20;Não
2021-15725392-3;(BM) 2021-016155682-001;02/04/2021 19:12;ESTRADA JULIEIRA, Nº S/N - NOVA CALIFORNIA - PASSOS;-207.018.793;-466.242.379;O04012 - INCENDIO EM LOTE VAGO (AREA URBANA) (C) (Prioridade: 2 - Média);1CIA IND/2CIA/1PEL(PASSOS);ABTS0495;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;04/04/2021 07:21;Não
2021-15726832-0;(BM) 2021-016167163-001;02/04/2021 20:28;RUA CACHOEIRAS, Nº 457 - NOVO HORIZONTE - PASSOS;-207.334.347;-465.986.575;S06002 - CAPTURA DE ANIMAL SILVESTRE PERIGOSO / AGRESSIVO (C) (Prioridade: 2 - Média);1CIA IND/2CIA/1PEL(PASSOS);ASL00064;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;03/04/2021 06:41;Não
