Nº chamada;Nº REDS;Data/hora de criação;Local do fato;Latitude  do local;Longitude do local;Natureza;Unidade Responsável;Recursos empenhados;Alerta;Destaque;Envolve autoridade;Tipo de classificação;Situação;Data/hora da situação atual;Evento associado
2021-17197620-4;(BM) 2021-031532930-001;01/07/2021 09:25;RUA DOUTOR CARVALHO, Nº 1455 - NOSSA SENHORA DAS GRAÇAS - PASSOS;-207.352.269;-466.037.303;Q03017 - TREINAMENTO DE PRIMEIROS SOCORROS (C) (Prioridade: 2 - Média);1CIA IND/2CIA/1PEL(PASSOS);ASL00064;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;02/07/2021 03:42;Não
2021-17198373-2;(BM) 2021-031545864-001;01/07/2021 10:35;AVENIDA SAUDADE, Nº 270 - SAO BENEDITO - PASSOS;-207.244.724;-466.006.589;W03000 - SOLICITANTE ENCONTRADO - PROVIDENCIA DISPENSADA (C) (Prioridade: 3 - Baixa);1CIA IND/2CIA/1PEL(PASSOS);ASL00064;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;02/07/2021 03:41;Não
2021-17198425-4;(BM) 2021-031543248-001;01/07/2021 10:42;AVENIDA JOAO PINHEIRO, Nº 6690 - JOIAS DO VALE DO SOL - POCOS DE CALDAS;-217.790.391;-466.332.126;P01999 - OUTROS TIPOS DE VISTORIAS DO SSCIP (C) (Prioridade: 2 - Média);1CIA IND (POCOS DE CALDAS);APF01375;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;02/07/2021 05:21;Não
2021-17198588-9;(BM) 2021-031545823-001;01/07/2021 10:54;AVENIDA ANTONIO ADAO DA SILVA, Nº 91 - COHAB 4 - PASSOS;-207.201.837;-466.302.339;P01002 - VISTORIA DE LIBERACAO / EMISSAO DE AVCB (C) (Prioridade: 2 - Média);1CIA IND/2CIA/PEL PREV E VIST(PASSOS);APF01362;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;02/07/2021 03:42;Não
2021-17198985-9;(BM) 2021-031550698-001;01/07/2021 11:25;AVENIDA PENHA, Nº 255 - PENHA - PASSOS;-20.715.813;-466.229.006;V01007 - VITIMA COM DISPNEIA (FALTA DE AR) (C) (Prioridade: 1 - Alta);1CIA IND/2CIA/1PEL(PASSOS);UR0565;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;02/07/2021 03:59;Não
2021-17199348-0;(BM) 2021-031555004-001;01/07/2021 11:57;AVENIDA JOSE REMIGIO PREZIA, Nº 206 - VILA NOVA - POCOS DE CALDAS;-217.850.843;-46.553.202;P01001 - VISTORIA DE FISCALIZACAO (C) (Prioridade: 2 - Média);1CIA IND (POCOS DE CALDAS);APF01375;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;02/07/2021 05:21;Não
2021-17200379-5;(BM) 2021-031566004-001;01/07/2021 13:41;AVENIDA DOUTOR BIAS FORTES, Nº 440 - CENTRO - ANDRADAS;-220.701.311;-465.704.016;P01002 - VISTORIA DE LIBERACAO / EMISSAO DE AVCB (C) (Prioridade: 2 - Média);1CIA IND (POCOS DE CALDAS);APF01375;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;01/07/2021 23:23;Não
2021-17200519-2;(BM) 2021-031569590-001;01/07/2021 13:53;RODOVIA MG 050, Nº 364 - MONSENHOR MESSIAS - PASSOS;-207.404.774;-466.048.073;W02000 - ENDERECO NAO LOCALIZADO (C) (Prioridade: 3 - Baixa);1CIA IND/2CIA/PEL PREV E VIST(PASSOS);APF01362;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;02/07/2021 03:41;Não
2021-17200572-5;(BM) 2021-031569402-001;01/07/2021 13:54;AVENIDA GOVERNADOR VALADARES, Nº 881 - JARDIM DO TREVO - ALPINOPOLIS;-20.863.179;-463.836.305;P01002 - VISTORIA DE LIBERACAO / EMISSAO DE AVCB (C) (Prioridade: 2 - Média);1CIA IND/2CIA/1PEL(PASSOS);ASL00064;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;02/07/2021 08:41;Não
2021-17200681-0;(BM) 2021-031569822-001;01/07/2021 14:02;RUA CORONEL JOAO DE BARROS, Nº 1025 - CENTRO - PASSOS;-207.261.874;-466.089.617;P01002 - VISTORIA DE LIBERACAO / EMISSAO DE AVCB (C) (Prioridade: 2 - Média);1CIA IND/2CIA/PEL PREV E VIST(PASSOS);APF01362;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;02/07/2021 03:42;Não
