Nº chamada;Nº REDS;Data/hora de criação;Local do fato;Latitude  do local;Longitude do local;Natureza;Unidade Responsável;Recursos empenhados;Alerta;Destaque;Envolve autoridade;Tipo de classificação;Situação;Data/hora da situação atual;Evento associado
2021-15166266-6;(BM) 2021-010430236-001;01/03/2021 04:48;RUA VINTE E SEIS, Nº 12 - TROPICAL - CONTAGEM;-199.195.856;-441.160.879;X03000 - EMPENHO ADMINISTRATIVO (C) (Prioridade: 2 - Média);1CIA IND/2CIA/1PEL(PASSOS);ABTS0495;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;02/03/2021 06:19;Não
2021-15166530-2;(BM) 2021-010433032-001;01/03/2021 06:27;AVENIDA QUEROBINO MOURAO FILHO, Nº 889 - BELA VISTA - PIUMHI;-204.622.914;-459.456.346;X01000 - SUPERVISAO (C) (Prioridade: 3 - Baixa);1CIA IND/2CIA/PEL PREV E VIST(PASSOS);APF01362;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;02/03/2021 06:43;Não
2021-15167846-1;(BM) 2021-010450120-001;01/03/2021 09:00;RUA DOUTOR CARVALHO, Nº 1455 - NOSSA SENHORA DAS GRAÇAS - PASSOS;-207.352.269;-466.037.303;Q03001 - TREINAMENTO DE COMBATE A INCENDIO (C) (Prioridade: 2 - Média);1CIA IND/2CIA/1PEL(PASSOS);UR0565;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;02/03/2021 06:20;Não
2021-15167875-0;(BM) 2021-010450068-001;01/03/2021 09:02;AVENIDA COMENDADOR FRANCISCO A MAIA, Nº 1770 - SANTA CASA - PASSOS;-207.144.218;-46.612.496;P01002 - VISTORIA DE LIBERACAO / EMISSAO DE AVCB (C) (Prioridade: 2 - Média);1CIA IND/2CIA/1PEL(PASSOS);ASL00064;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;02/03/2021 06:25;Não
2021-15169136-7;(BM) 2021-010462019-001;01/03/2021 10:28;RUA BUENOS AIRES, Nº 989 - PANORAMA - PASSOS;-2.070.462;-466.209.595;P02003 - VISTORIA EM LOTE VAGO (C) (Prioridade: 2 - Média);1CIA IND/2CIA/1PEL(PASSOS);UR0565;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;02/03/2021 06:22;Não
2021-15169707-6;(BM) 2021-010480744-001;01/03/2021 11:08;RUA BUENOS AIRES, Nº 1039 - COHAB 3 - PASSOS;-207.044.165;-466.212.294;P02003 - VISTORIA EM LOTE VAGO (C) (Prioridade: 2 - Média);1CIA IND/2CIA/1PEL(PASSOS);UR0565;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;02/03/2021 06:24;Não
2021-15170334-8;(BM) 2021-010480703-001;01/03/2021 11:54;RUA BUENOS AIRES, Nº 1089 - COHAB 3 - PASSOS;-207.041.737;-466.215.821;P02003 - VISTORIA EM LOTE VAGO (C) (Prioridade: 2 - Média);1CIA IND/2CIA/1PEL(PASSOS);UR0565;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;02/03/2021 06:26;Não
2021-15170586-0;(BM) 2021-010490003-001;01/03/2021 12:21;RUA BUENOS AIRES, Nº 1169 - COHAB 3 - PASSOS;-20.718.737;-466.316.531;P02003 - VISTORIA EM LOTE VAGO (C) (Prioridade: 2 - Média);1CIA IND/2CIA/1PEL(PASSOS);UR0565;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;02/03/2021 06:29;Não
2021-15171049-7;(BM) 2021-010490057-001;01/03/2021 13:06;RUA BUENOS AIRES, Nº 1179 - COHAB 3 - PASSOS;-207.039.601;-466.219.036;P02003 - VISTORIA EM LOTE VAGO (C) (Prioridade: 2 - Média);1CIA IND/2CIA/1PEL(PASSOS);UR0565;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;02/03/2021 06:30;Não
2021-15171392-0;(BM) 2021-010490802-001;01/03/2021 13:31;RUA CANTO DA PENHA, Nº 21 - PENHA - PASSOS;-207.146.902;-466.225.972;V01004 - VITIMA COM CRISE DIABETICA / HIPOGLICEMIA (C) (Prioridade: 1 - Alta);1CIA IND/2CIA/1PEL(PASSOS);UR0565;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;02/03/2021 06:33;Não
