Nº chamada;Nº REDS;Data/hora de criação;Local do fato;Latitude  do local;Longitude do local;Natureza;Unidade Responsável;Recursos empenhados;Alerta;Destaque;Envolve autoridade;Tipo de classificação;Situação;Data/hora da situação atual;Evento associado
2021-19212129-1;(BM) 2021-052616680-001;01/11/2021 01:00;RUA TUPIS, Nº 188 - CANDEIAS - PASSOS;-207.209.202;-466.173.132;O02027 - INCENDIO VEIC. AUTOMOTOR (EXCETO TANQUE/ONIBUS/MICRO-ONIBUS) (C) (Prioridade: 1 - Alta);1CIA IND/2CIA/1PEL(PASSOS);ABTS0495;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;01/11/2021 08:03;Não
2021-19213023-6;(BM) 2021-052625967-001;01/11/2021 05:40;RUA SAO TOME, Nº 101 - CANDEIAS - PASSOS;-207.258.392;-466.165.067;V01025 - VITIMA DE USO / ABUSO / DEPENDENCIA DE DROGAS / ALCOOL (C) (Prioridade: 1 - Alta);1CIA IND/2CIA/1PEL(PASSOS);UR0565;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;01/11/2021 08:03;Não
2021-19213502-9;(BM) 2021-052630039-001;01/11/2021 07:33;RUA ESPIRITO SANTO, Nº 145 - BELA VISTA - PASSOS;-207.181.895;-465.995.614;V01018 - VITIMA DE MAL NAO DEFINIDO (DISTURBIO) (C) (Prioridade: 1 - Alta);1CIA IND/2CIA/1PEL(PASSOS);UR0565;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;01/11/2021 08:03;Não
2021-19214417-7;(BM) 2021-052638392-001;01/11/2021 09:14;RODOVIA MG 050, Km 315 - SAO JOAO BATISTA GLORIA;-206.496.808;-462.838.715;P03003 - PREVENCAO AQUATICA / OPERACAO VERANICO (C) (Prioridade: 2 - Média);1CIA IND/2CIA/1PEL(PASSOS);ASL00064;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;02/11/2021 22:45;Não
2021-19216298-0;(BM) 2021-052658337-001;01/11/2021 12:10;RUA ALPINOPOLIS, Nº 281 - CANJERANUS - PASSOS;-20.710.786;-466.046.321;V01006 - VITIMA COM DIFICULDADE DE LOCOMOCAO (C) (Prioridade: 1 - Alta);1CIA IND/2CIA/1PEL(PASSOS);UR0565;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;02/11/2021 22:46;Não
2021-19216860-5;(BM) 2021-052664178-001;01/11/2021 13:15;RUA BARAO DO RIO BRANCO, Nº 1327 - BELO HORIZONTE - PASSOS;-207.255.069;-466.061.803;S06004 - CAPTURA DE OUTROS ANIMAIS DOMESTICOS PERIGOSOS / AGRESSIVOS (C) (Prioridade: 2 - Média);1CIA IND/2CIA/PEL PREV E VIST(PASSOS);APF01362;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;02/11/2021 22:46;Não
2021-19217122-0;(BM) 2021-052667641-001;01/11/2021 13:39;PRACA CORONEL JOSE CAETANO MACHADO, Nº 11 - CENTRO - PASSOS;-20.716.726;-466.111.691;S03008 - SALVAMENTO DE PESSOA PRESA EM ELEVADOR (C) (Prioridade: 1 - Alta);1CIA IND/2CIA/PEL PREV E VIST(PASSOS);APF01362;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;02/11/2021 22:46;Não
2021-19217268-5;(BM) 2021-052672629-001;01/11/2021 13:53;RUA JOSE MERCHIORATO, Nº 545 - SANTA CASA - PASSOS;-207.112.618;-466.107.289;V02408 - VITIMA DE COLISAO ENTRE AUTOMOVEL X MOTOCICLETA (C) (Prioridade: 1 - Alta);1CIA IND/2CIA/1PEL(PASSOS);UR0565;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;02/11/2021 22:46;Não
2021-19218366-0;(BM) 2021-052681435-001;01/11/2021 15:01;RUA CURIO, Nº 457 - PARQUE DA FAZENDA - PASSOS;-207.389.064;-466.079.263;W09000 - CANCELADA POR ORDEM DO ORGAO DE COORDENACAO E CONTROLE (C) (Prioridade: 3 - Baixa);1CIA IND/2CIA/PEL PREV E VIST(PASSOS);APF01362;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;02/11/2021 22:46;Não
2021-19219786-0;(BM) 2021-052697860-001;01/11/2021 16:26;RUA ETIOPIA, Nº 505 - SAO BENEDITO - PASSOS;-2.072.174;-466.014.619;W10000 - DISPENSADA POR DUPLICIDADE DE EMPENHO COM OUTROS ORGAOS (C) (Prioridade: 1 - Alta);1CIA IND/2CIA/1PEL(PASSOS);UR0565;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;02/11/2021 22:46;Não
2021-19221517-1;(BM) 2021-052718905-001;01/11/2021 18:18;RUA TRES CORACOES, Nº 900 - SANTA RITA - PASSOS;-207.309.345;-466.089.903;V03018 - VITIMA DE QUEDA DA PROPRIA ALTURA (C) (Prioridade: 1 - Alta);1CIA IND/2CIA/1PEL(PASSOS);UR0565;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;02/11/2021 22:46;Não
