Nº chamada;Nº REDS;Data/hora de criação;Local do fato;Latitude  do local;Longitude do local;Natureza;Unidade Responsável;Recursos empenhados;Alerta;Destaque;Envolve autoridade;Tipo de classificação;Situação;Data/hora da situação atual;Evento associado
2024-34309811-4;(BM) 2024-029504595-001;01/07/2024 03:07;RUA BOTELHOS, Nº 1241 - NOSSA SENHORA DE FATIMA - PASSOS;-206.970.193;-466.119.284;V01006 - VITIMA COM DIFICULDADE DE LOCOMOCAO (C) (Prioridade: 1 - Alta);1CIA IND/2CIA/1PEL(PASSOS);UR00565;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;01/07/2024 12:47;Não
2024-34310003-7;;01/07/2024 04:38;RUA TRES CORACOES, Nº 1101 - EXPOSICAO - PASSOS;-207.322.902;-466.071.032;W03000 - SOLICITANTE ENCONTRADO - PROVIDENCIA DISPENSADA (C) (Prioridade: 3 - Baixa);1CIA IND/2CIA/1PEL(PASSOS);;Não;Não;Não;DISPENSADA PELO SOLICITANTE;Classificada;01/07/2024 04:59;Não
2024-34310229-0;(BM) 2024-029504632-001;01/07/2024 06:08;RUA TRES CORACOES, Nº 1102 - EXPOSICAO - PASSOS;-207.321.708;-466.074.675;V01010 - VITIMA COM DOR TORACICA/SUSPEITA DE INFARTO (IAM) (C) (Prioridade: 1 - Alta);1CIA IND/2CIA/1PEL(PASSOS);UR00565;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;01/07/2024 12:47;Não
2024-34310249-7;(PM) 2024-029466036-001;01/07/2024 06:30;RUA JEQUITIBA, Nº 321 - PARQUE TROPICAL - PASSOS;-207.196.502;-466.410.294;W98011 - SOLICITACAO DE APOIO (C) (Prioridade: 1 - Alta);1CIA IND/2CIA/1PEL(PASSOS);;Não;Não;Não;ATENDIDA PELO SAMU;Classificada;01/07/2024 07:27;Não
2024-34311123-4;(BM) 2024-029486591-001;01/07/2024 08:27;FAZENDA SANTA RITA, Nº S/N - IBIRACI;-203.985.319;-471.079.953;P01002 - VISTORIA DE LIBERACAO / EMISSAO DE AVCB (C) (Prioridade: 2 - Média);1CIA IND/2CIA/1PEL(PASSOS);ASL06087;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;03/07/2024 06:16;Não
2024-34313179-0;(BM) 2024-029504751-001;01/07/2024 11:38;RUA BOCAIUVA, Nº S/N - COHAB 2 - PASSOS;-207.144.354;-466.266.684;P02003 - VISTORIA EM LOTE VAGO (C) (Prioridade: 2 - Média);1CIA IND/2CIA/1PEL(PASSOS);ABTS00495;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;03/07/2024 06:16;Não
2024-34313316-9;(BM) 2024-029502568-001;01/07/2024 11:50;PRACA RAUL SOARES, Nº 47 - IBIRACI;-204.622.916;-47.122.736;P01002 - VISTORIA DE LIBERACAO / EMISSAO DE AVCB (C) (Prioridade: 2 - Média);1CIA IND/2CIA/1PEL(PASSOS);ASL06087;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;03/07/2024 06:16;Não
2024-34313423-9;(BM) 2024-029501037-001;01/07/2024 12:04;RUA CAVALARICA, Nº 2168 - SERRA VERDE - BELO HORIZONTE;-197.869.746;-439.496.369;X03000 - EMPENHO ADMINISTRATIVO (C) (Prioridade: 2 - Média);1CIA IND/2CIA/PEL PREV E VIST(PASSOS);APF01362;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;03/07/2024 06:16;Não
2024-34313428-2;(BM) 2024-029504645-001;01/07/2024 12:07;RUA BOCAIUVA, Nº S/N - COHAB 2 - PASSOS;-207.144.354;-466.266.684;P02003 - VISTORIA EM LOTE VAGO (C) (Prioridade: 2 - Média);1CIA IND/2CIA/1PEL(PASSOS);ABTS00495;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;03/07/2024 06:17;Não
2024-34313577-2;(BM) 2024-029502583-001;01/07/2024 12:23;RUA BARAO DO RIO BRANCO, Nº 203 - IPIRANGA - IBIRACI;-204.658.535;-471.285.019;P01001 - VISTORIA DE FISCALIZACAO (C) (Prioridade: 2 - Média);1CIA IND/2CIA/1PEL(PASSOS);ASL06087;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;02/07/2024 05:45;Não
