Nº chamada;Nº REDS;Data/hora de criação;Local do fato;Latitude  do local;Longitude do local;Natureza;Unidade Responsável;Recursos empenhados;Alerta;Destaque;Envolve autoridade;Tipo de classificação;Situação;Data/hora da situação atual;Evento associado
2024-33360146-8;(BM) 2024-019879738-001;01/05/2024 08:36;RUA JOAO TEIXEIRA MENDES, Nº 384 - PASSOS;;;V02501 - VITIMA DE QUEDA (CICLISTA) (C) (Prioridade: 1 - Alta);1CIA IND/2CIA/1PEL(PASSOS);UR04360;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;01/05/2024 23:55;Não
2024-33360683-7;(BM) 2024-019883749-001;01/05/2024 09:37;RUA JOAQUIM LEMOS MAIA, Nº 1560 - NOVA PASSOS II - PASSOS;-206.995.672;-466.346.137;O04012 - INCENDIO EM LOTE VAGO (AREA URBANA) (C) (Prioridade: 2 - Média);1CIA IND/2CIA/1PEL(PASSOS);ABTS00495;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;01/05/2024 23:06;Não
2024-33361480-5;(BM) 2024-019893638-001;01/05/2024 11:05;RUA JOAQUIM LOPES, Nº 421 - PENHA - PASSOS;-207.167.101;-466.246.132;S06001 - SALVAMENTO DE ANIMAL EM RISCO / PERIGO (C) (Prioridade: 2 - Média);1CIA IND/2CIA/1PEL(PASSOS);ASL00064;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;01/05/2024 23:08;Não
2024-33361636-2;(BM) 2024-019893716-001;01/05/2024 11:23;AVENIDA MONTESE, Nº 204 - VILA RICA - PASSOS;-207.260.544;-465.958.393;V02403 - VITIMA DE COLISAO ENTRE AUTOMOVEIS (CARRO / CAMINHONETE) (C) (Prioridade: 1 - Alta);1CIA IND/2CIA/1PEL(PASSOS);UR04360;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;01/05/2024 23:45;Não
2024-33363654-5;(BM) 2024-019920974-001;01/05/2024 14:42;RODOVIA MG 444, Km 13 - CAPETINGA;-20.598.308;-470.226.654;O04014 - INCENDIO AS MARGENS DE RODOVIA (C) (Prioridade: 2 - Média);1CIA IND/2CIA/1PEL(PASSOS);ASL00064;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;01/05/2024 23:47;Não
2024-33366411-0;(BM) 2024-019939576-001;01/05/2024 17:35;RUA CUIABA, Nº S/N - JARDIM COLEGIO DE PASSOS - PASSOS;-207.209.732;-465.916.011;O04011 - INCENDIO EM AREA URBANA NAO PROTEGIDA (C) (Prioridade: 2 - Média);1CIA IND/2CIA/1PEL(PASSOS);ABTS00495;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;01/05/2024 23:52;Não
2024-33366902-1;;01/05/2024 18:04;RUA SALVADOR, Nº 242 - JARDIM COLEGIO DE PASSOS - PASSOS;-207.226.507;-465.924.113;W98011 - SOLICITACAO DE APOIO (C) (Prioridade: 1 - Alta);1CIA IND/2CIA/1PEL(PASSOS);;Não;Não;Não;DUPLICADA;Classificada;01/05/2024 18:13;Não
2024-33367618-3;(BM) 2024-019964513-001;01/05/2024 18:51;RUA MANUEL DA SILVEIRA MAIA, Nº 201 - PENHA 2 - PASSOS;-207.166.863;-466.329.757;O04011 - INCENDIO EM AREA URBANA NAO PROTEGIDA (C) (Prioridade: 2 - Média);1CIA IND/2CIA/1PEL(PASSOS);ABTS00495;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;01/05/2024 23:53;Não
2024-33371945-3;(BM) 2024-019988419-001;01/05/2024 23:27;RUA BOIADEIROS, Nº 233 - CANDEIAS - PASSOS;-207.244.912;-466.167.865;O04012 - INCENDIO EM LOTE VAGO (AREA URBANA) (C) (Prioridade: 2 - Média);1CIA IND/2CIA/1PEL(PASSOS);ABTS00495;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;03/05/2024 05:58;Não
2024-33371980-4;(BM) 2024-019988462-001;01/05/2024 23:28;RUA GOIAS, Nº 362 - POLIVALENTE - PASSOS;-207.064.544;-466.059.814;V03018 - VITIMA DE QUEDA DA PROPRIA ALTURA (C) (Prioridade: 1 - Alta);1CIA IND/2CIA/1PEL(PASSOS);UR04360;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;03/05/2024 05:58;Não
2024-33374604-9;(BM) 2024-020020716-001;02/05/2024 07:28;RUA ACRE, Nº 1520 - RECANTO DA HARMONIA - PASSOS;-207.051.119;-465.951.406;S06003 - CAPTURA DE CAO PERIGOSO / AGRESSIVO (C) (Prioridade: 2 - Média);1CIA IND/2CIA/1PEL(PASSOS);ASL00064;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;02/05/2024 22:13;Não
2024-33375556-3;(BM) 2024-020022126-001;02/05/2024 09:04;AVENIDA JK, Nº 1055 - RECANTO DEL REI - PASSOS;-207.295.363;-466.006.315;V03018 - VITIMA DE QUEDA DA PROPRIA ALTURA (C) (Prioridade: 1 - Alta);1CIA IND/2CIA/1PEL(PASSOS);UR04360;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;03/05/2024 06:00;Não
