Nº chamada;Nº REDS;Data/hora de criação;Local do fato;Latitude  do local;Longitude do local;Natureza;Unidade Responsável;Recursos empenhados;Alerta;Destaque;Envolve autoridade;Tipo de classificação;Situação;Data/hora da situação atual;Evento associado
2023-28043665-9;(BM) 2023-025693164-001;01/06/2023 05:59;RUA ARAPONGA, Nº 39 - SAO JOAO - PASSOS;-207.352.408;-466.077.772;S06001 - SALVAMENTO DE ANIMAL EM RISCO / PERIGO (C) (Prioridade: 2 - Média);1CIA IND/2CIA/1PEL(PASSOS);ASL00064;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;01/06/2023 07:31;Não
2023-28043713-0;(BM) 2023-025696772-001;01/06/2023 06:11;RUA SAO FRANCISCO DE ASSIS, Nº 1090 - RESIDENCIAL ELDORADO - PASSOS;-207.341.512;-466.277.836;W04000 - NADA CONSTATADO (C) (Prioridade: 3 - Baixa);1CIA IND/2CIA/1PEL(PASSOS);ABTS0495;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;01/06/2023 07:31;Não
2023-28045111-8;(BM) 2023-025708110-001;01/06/2023 09:09;RUA SAO JOSE, Nº 383 - COUNTRY CLUB - POCOS DE CALDAS;-217.879.543;-465.915.699;X03000 - EMPENHO ADMINISTRATIVO (C) (Prioridade: 2 - Média);1CIA IND/2CIA/1PEL(PASSOS);UR04360;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;02/06/2023 07:31;Não
2023-28045474-1;(BM) 2023-025713351-001;01/06/2023 09:43;RUA PORTO VELHO, Nº 98 - SAO BENEDITO - PASSOS;-207.207.652;-46.599.988;O02001 - INCENDIO EM RESIDENCIA/HABITACAO UNIFAMILIAR (CASA) (C) (Prioridade: 1 - Alta);1CIA IND/2CIA/1PEL(PASSOS);ABTS0495;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;02/06/2023 07:31;Não
2023-28045689-8;(BM) 2023-025715413-001;01/06/2023 10:00;RUA DOUTOR CARVALHO, Nº 1455 - NOSSA SENHORA DAS GRAÇAS - PASSOS;-207.352.269;-466.037.303;Q05002 - PROJETO DE DIVULGACAO DA NATACAO (C) (Prioridade: 1 - Alta);1CIA IND/2CIA/1PEL(PASSOS);BM1787357;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;02/06/2023 07:31;Não
2023-28048194-1;(BM) 2023-025763803-001;01/06/2023 13:51;AVENIDA PADRE IVO SOARES MATOS, Nº S/N - CENTRO - DELFINOPOLIS;-203.464.276;-468.582.628;P01003 - VISTORIA EM EVENTOS TEMPORARIOS (C) (Prioridade: 1 - Alta);1CIA IND/2CIA/PEL PREV E VIST(PASSOS);APF01362;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;02/06/2023 07:31;Não
2023-28048511-2;(BM) 2023-025749330-001;01/06/2023 14:15;RUA JURANDIR LEANDRO VIEIRA, Nº S/N - RESIDENCIAL VILLAGIO DI ITALIA - PASSOS;-207.345.147;-465.913.156;P02001 - VISTORIA EM HIDRANTE (C) (Prioridade: 2 - Média);1CIA IND/2CIA/1PEL(PASSOS);ASL00064;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;02/06/2023 07:32;Não
2023-28048726-9;(BM) 2023-025752242-001;01/06/2023 14:29;RUA CAETES, Nº 370 - JARDIM EMBRATEL - PASSOS;-207.427.559;-466.042.606;P01001 - VISTORIA DE FISCALIZACAO (C) (Prioridade: 2 - Média);1CIA IND/2CIA/1PEL(PASSOS);TPO00155;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;02/06/2023 07:32;Não
2023-28049298-2;(BM) 2023-025763320-001;01/06/2023 14:57;RUA HONORIO DA SILVA LEMOS, Nº 174 - PASSOS;-207.358.787;-465.925.267;P01001 - VISTORIA DE FISCALIZACAO (C) (Prioridade: 2 - Média);1CIA IND/2CIA/1PEL(PASSOS);TPO00155;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;02/06/2023 07:32;Não
2023-28049326-6;(BM) 2023-025760120-001;01/06/2023 14:59;RUA JURANDIR LEANDRO VIEIRA, Nº S/N - RESIDENCIAL VILLAGIO DI ITALIA - PASSOS;-207.345.147;-465.913.156;P02001 - VISTORIA EM HIDRANTE (C) (Prioridade: 2 - Média);1CIA IND/2CIA/1PEL(PASSOS);ASL00064;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;02/06/2023 07:32;Não
