Nº chamada;Nº REDS;Data/hora de criação;Local do fato;Latitude  do local;Longitude do local;Natureza;Unidade Responsável;Recursos empenhados;Alerta;Destaque;Envolve autoridade;Tipo de classificação;Situação;Data/hora da situação atual;Evento associado
2019-07228611-2;(BM) 2019-042328387-001;01/09/2019 00:05;AVENIDA PERIMETRAL, Nº S/N - PARQUE DA ESTACAO - PASSOS;-207.053.989;-466.083.703;O04012 - INCENDIO EM LOTE VAGO (AREA URBANA) (C) (Prioridade: 2 - Média);1CIA IND/2CIA/1PEL(PASSOS);ABTS0495;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;01/09/2019 00:31;Não
2019-07228979-0;(BM) 2019-042335573-001;01/09/2019 00:32;RUA DIAMANTINA, Nº 353 - CANDEIAS - PASSOS;-207.219.374;-466.170.373;V01999 - OUTROS TIPOS DE APH CLINICO (C) (Prioridade: 1 - Alta);1CIA IND/2CIA/1PEL(PASSOS);UR0565;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;01/09/2019 02:07;Não
2019-07230136-3;(BM) 2019-042341029-001;01/09/2019 02:11;RUA ORLANDO ADAO CARNEIRO, Nº 226 - PASSOS;-20.728.193;-465.843.977;V01010 - VITIMA COM DOR PRECORDIAL (PEITO) (C) (Prioridade: 1 - Alta);1CIA IND/2CIA/1PEL(PASSOS);UR0565;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;01/09/2019 03:59;Não
2019-07231669-0;(BM) 2019-042361411-001;01/09/2019 07:27;RUA SEXTA CHAPADA, Nº S/N - BELO HORIZONTE - PASSOS;-207.257.165;-466.026.091;S06007 - CORTE / PODA DE ARVORE COM RISCO IMINENTE DE QUEDA (C) (Prioridade: 2 - Média);1CIA IND/2CIA/1PEL(PASSOS);ABTS0495;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;01/09/2019 08:29;Não
2019-07234961-9;(BM) 2019-042403299-001;01/09/2019 14:46;RUA PECUARIA, Nº 433 - SAO FRANCISCO - PASSOS;-207.283.003;-466.170.176;S06005 - CAPTURA DE INSETOS (C) (Prioridade: 2 - Média);1CIA IND/2CIA/1PEL(PASSOS);ASL00064;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;01/09/2019 18:19;Não
2019-07236425-3;(BM) 2019-042420478-001;01/09/2019 17:05;RUA DOUTOR CARVALHO, Nº 1410 - PASSOS;-207.346.024;-466.028.143;S06009 - CORTE / PODA DE ARVORE MEDIANTE ORDEM DE SERVICO (C) (Prioridade: 2 - Média);1CIA IND/2CIA/1PEL(PASSOS);APP00980;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;01/09/2019 21:36;Não
2019-07237522-5;(BM) 2019-042438112-001;01/09/2019 18:33;RODOVIA MGC 146, Km 360 - DISTRITO INDUSTRIAL 1 - PASSOS;-20.700.909;-465.874.283;S06999 - OUTROS TIPOS DE SALVAMENTOS TERRESTRES DIVERSOS   (C) (Prioridade: 2 - Média);1CIA IND/2CIA/1PEL(PASSOS);ASL00064;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;01/09/2019 21:11;Não
2019-07237892-4;(BM) 2019-042438166-001;01/09/2019 19:05;RODOVIA MG 050, Nº S/N - PASSOS;-207.394.089;-466.006.199;O04003 - INCENDIO EM PRODUCAO AGRICOLA / PASTO (C) (Prioridade: 2 - Média);1CIA IND/2CIA/1PEL(PASSOS);ABTS0495;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;01/09/2019 21:11;Não
2019-07240700-0;(BM) 2019-042468357-001;01/09/2019 22:56;RODOVIA MG 050, Nº S/N - PASSOS;-207.394.089;-466.006.199;O04003 - INCENDIO EM PRODUCAO AGRICOLA / PASTO (C) (Prioridade: 2 - Média);1CIA IND/2CIA/1PEL(PASSOS);ABTS0495;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;02/09/2019 00:35;Não
2019-07244159-7;(BM) 2019-042521388-001;02/09/2019 09:09;RODOVIA MG 050, Nº S/N - PASSOS;-207.394.089;-466.006.199;V02301 - VITIMA DE CAPOTAMENTO DE AUTOMOVEL (CARRO / CAMINHONETE) (C) (Prioridade: 1 - Alta);1CIA IND/2CIA/1PEL(PASSOS);UR0565;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;02/09/2019 18:59;Não
