Nº chamada;Nº REDS;Data/hora de criação;Local do fato;Latitude  do local;Longitude do local;Natureza;Unidade Responsável;Recursos empenhados;Alerta;Destaque;Envolve autoridade;Tipo de classificação;Situação;Data/hora da situação atual;Evento associado
2019-06820752-6;(BM) 2019-036689055-001;01/08/2019 09:44;RUA MORGANITA, Nº S/N - ACLIMACAO - PASSOS;-207.526.597;-46.601.749;V01019 - VITIMA COM OBSTRUCAO DE VIAS AEREAS POR CORPOS ESTRANHOS (C) (Prioridade: 1 - Alta);1CIA IND/2CIA/1PEL(PASSOS);UR0565;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;02/08/2019 07:53;Não
2019-06820871-5;(BM) 2019-036689328-001;01/08/2019 09:54;RUA ZULMIRA LEMOS MACEDO, Nº S/N - CENTRO - PASSOS;-207.177.405;-466.082.678;V01010 - VITIMA COM DOR PRECORDIAL (PEITO) (C) (Prioridade: 1 - Alta);1CIA IND/2CIA/1PEL(PASSOS);UR0565;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;02/08/2019 07:53;Não
2019-06820967-2;(BM) 2019-036698582-001;01/08/2019 10:05;AVENIDA DOUTOR BRENO SOARES MAIA, Nº 558 - BELO HORIZONTE - PASSOS;-207.307.844;-466.021.575;V02408 - VITIMA DE COLISAO ENTRE AUTOMOVEL X MOTOCICLETA (C) (Prioridade: 1 - Alta);1CIA IND/2CIA/1PEL(PASSOS);UR0565;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;02/08/2019 07:53;Não
2019-06821678-0;(BM) 2019-036701547-001;01/08/2019 11:09;RODOVIA MG 184, Km 9 - CARMO DO RIO CLARO;-209.787.806;-461.386.708;S05303 - COLISAO ENTRE AUTOMOVEIS (CARRO, CAMIONETA, CAMINHONETE) (C) (Prioridade: 1 - Alta);1CIA IND/2CIA/1PEL(PASSOS);ABTS0495;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;02/08/2019 07:53;Não
2019-06825229-9;;01/08/2019 16:10;RODOVIA BR 146, Nº S/N - DISTRITO INDUSTRIAL 1 - PASSOS;-2.070.172;-465.880.101;W08000 - CANCELADA POR INDISPONIBILIDADE DE VIATURA (C) (Prioridade: 3 - Baixa);1CIA IND/2CIA/1PEL(PASSOS);ABT00816;Não;Não;Não;FALTEF-NÃO ATENDIDA FALTA DE EFETIVO;Classificada;02/08/2019 07:52;Não
2019-06831190-0;(BM) 2019-036843018-001;02/08/2019 01:28;AVENIDA JUCA STOCKLER, Nº S/N - BELO HORIZONTE - PASSOS;-207.277.154;-466.042.847;V01018 - VITIMA DE MAL NAO DEFINIDO (DISTURBIO) (C) (Prioridade: 1 - Alta);1CIA IND/2CIA/1PEL(PASSOS);UR0565;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;02/08/2019 07:52;Não
2019-06832708-1;(BM) 2019-036863730-001;02/08/2019 07:54;RUA ANTONIO JACINTO FERREIRA, Nº 873 - CARMO DO RIO CLARO;-209.603.859;-461.369.655;P01002 - VISTORIA DE LIBERACAO / EMISSAO DE AVCB (C) (Prioridade: 2 - Média);1CIA IND/2CIA/PEL PREV E VIST(PASSOS);APF00629;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;03/08/2019 08:23;Não
2019-06833981-6;(BM) 2019-036901301-004;02/08/2019 09:55;RODOVIARIA MG 184, Nº S/N - CARMO DO RIO CLARO;-209.719.639;-461.391.345;S05202 - CAPOTAMENTO DE CAMINHAO / CARRETA (C) (Prioridade: 1 - Alta);1CIA IND/2CIA/1PEL(PASSOS);UR0565 / ABTS0495 / ARC03;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;02/08/2019 13:04;Não
2019-06837541-5;(BM) 2019-036938641-001;02/08/2019 15:15;RUA RIO TIETE, Nº 460 - SANTA LUZIA - PASSOS;-207.076.615;-466.000.171;P03002 - PERIGO DE ELETROCUSSAO (C) (Prioridade: 2 - Média);1CIA IND/2CIA/1PEL(PASSOS);ASL00064;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;02/08/2019 16:17;Não
2019-06838089-4;(BM) 2019-036944298-001;02/08/2019 15:55;RUA CORONEL JOAO DE BARROS, Nº 262 - CENTRO - PASSOS;-207.189.961;-466.102.137;O02033 - INCENDIO EM AMONTOADO DE LIXO (C) (Prioridade: 2 - Média);1CIA IND/2CIA/1PEL(PASSOS);ABTS0495;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;02/08/2019 16:40;Não
