Nº chamada;Nº REDS;Data/hora de criação;Local do fato;Latitude  do local;Longitude do local;Natureza;Unidade Responsável;Recursos empenhados;Alerta;Destaque;Envolve autoridade;Tipo de classificação;Situação;Data/hora da situação atual;Evento associado
2019-04550685-1;(BM) 2019-004903565-001;01/02/2019 03:21;AVENIDA JUCA STOCKLER, Nº 1530 - PASSOS;-207.360.983;-466.013.501;V01999 - OUTROS TIPOS DE APH CLINICO (C) (Prioridade: 1 - Alta);1CIA IND/2CIA/1PEL(PASSOS);UR08842;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;01/02/2019 03:46;Não
2019-04551779-9;(BM) 2019-004927761-001;01/02/2019 08:32;RUA Prefeito José Bernadino de Paula , Nº S/N - ALPINOPOLIS;;;P01002 - VISTORIA DE LIBERACAO / EMISSAO DE AVCB (C) (Prioridade: 2 - Média);1CIA IND/2CIA/PEL PREV E VIST(PASSOS);APF01362;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;04/02/2019 07:06;Não
2019-04555595-8;(BM) 2019-004983922-001;01/02/2019 15:12;AVENIDA SABIA, Nº S/N - PARQUE DA FAZENDA - PASSOS;-207.371.994;-466.090.079;O04012 - INCENDIO EM LOTE VAGO (AREA URBANA) (C) (Prioridade: 2 - Média);1CIA IND/2CIA/1PEL(PASSOS);ABT00816;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;02/02/2019 04:46;Não
2019-04559322-7;(BM) 2019-005039647-001;01/02/2019 20:37;RUA MOGIANA, Nº S/N - POLIVALENTE - PASSOS;-207.085.115;-466.068.222;O04012 - INCENDIO EM LOTE VAGO (AREA URBANA) (C) (Prioridade: 2 - Média);1CIA IND/2CIA/1PEL(PASSOS);VOB00495;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;02/02/2019 04:46;Não
2019-04564394-7;(BM) 2019-005087673-001;02/02/2019 08:45;RUA PARDAL, Nº 720 - PARQUE DA FAZENDA - PASSOS;-207.369.574;-466.076.296;O02027 - INCENDIO EM VEICULO AUTOMOTOR (EXCETO TANQUE DE CARGA) (C) (Prioridade: 1 - Alta);1CIA IND/2CIA/1PEL(PASSOS);VOB00495;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;02/02/2019 09:18;Não
2019-04566497-0;(BM) 2019-005111163-001;02/02/2019 13:29;RUA IMACULADA CONCEICAO, Nº 275 - JARDIM PLANALTO - PASSOS;-207.180.321;-466.265.231;V02203 - VITIMA DE CHOQUE DE AUTOMOVEL (CARRO / CAMINHONETE) (C) (Prioridade: 1 - Alta);1CIA IND/2CIA/1PEL(PASSOS);UR0565 / ASL00064;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;03/02/2019 00:18;Não
2019-04568903-0;(BM) 2019-005144709-001;02/02/2019 17:36;AVENIDA JUCA STOCKLER, Nº S/N - BELO HORIZONTE - PASSOS;-207.277.422;-466.042.335;W04000 - NADA CONSTATADO (C) (Prioridade: 3 - Baixa);1CIA IND/2CIA/1PEL(PASSOS);VOB00495;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;02/02/2019 17:59;Não
2019-04571280-8;(BM) 2019-005174040-001;02/02/2019 21:12;RUA AMBROSIA DAS GRACAS CUNHA, Nº 380 - PENHA 2 - PASSOS;-207.174.543;-466.321.397;V01003 - VITIMA COM CRISE CONVULSIVA (C) (Prioridade: 1 - Alta);1CIA IND/2CIA/1PEL(PASSOS);UR0565;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;02/02/2019 22:08;Não
2019-04576110-5;(BM) 2019-005217652-001;03/02/2019 07:31;RUA ESTUDANTES, Nº 565 - PENHA - PASSOS;-207.160.966;-466.167.221;O02027 - INCENDIO EM VEICULO AUTOMOTOR (EXCETO TANQUE DE CARGA) (C) (Prioridade: 1 - Alta);1CIA IND/2CIA/1PEL(PASSOS);VOB00495;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;03/02/2019 07:54;Não
2019-04576422-8;(BM) 2019-005224758-001;03/02/2019 08:39;RUA PRAIA, Nº 64 - PENHA - PASSOS;-207.157.257;-466.166.357;V03018 - VITIMA DE QUEDA DA PROPRIA ALTURA (C) (Prioridade: 1 - Alta);1CIA IND/2CIA/1PEL(PASSOS);UR0565;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;03/02/2019 09:57;Não
