Nº chamada;Nº REDS;Data/hora de criação;Local do fato;Latitude  do local;Longitude do local;Natureza;Unidade Responsável;Recursos empenhados;Alerta;Destaque;Envolve autoridade;Tipo de classificação;Situação;Data/hora da situação atual;Evento associado
2019-07645663-1;(BM) 2019-047905991-001;01/10/2019 09:15;RUA DOUTOR SATURNINO, Nº 300 - CENTRO - PASSOS;-207.223.944;-466.123.876;X03000 - EMPENHO ADMINISTRATIVO (C) (Prioridade: 2 - Média);1CIA IND/2CIA/PEL PREV E VIST(PASSOS);APF00629;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;01/10/2019 11:14;Não
2019-07645796-5;(BM) 2019-047915198-001;01/10/2019 09:27;AVENIDA ESTACAO, Nº S/N - PARQUE DA ESTACAO - PASSOS;-20.707.448;-466.107.269;P02999 - OUTROS TIPOS DE VISTORIAS OPERACIONAIS DIVERSAS  (C) (Prioridade: 2 - Média);1CIA IND/2CIA/1PEL(PASSOS);UR0565;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;01/10/2019 11:15;Não
2019-07647624-0;(BM) 2019-047956649-001;01/10/2019 12:30;RUA DOUTOR CARVALHO, Nº 566 - BELO HORIZONTE - PASSOS;-207.265.604;-466.070.107;P03001 - PERIGO DE DERRAPAGEM (C) (Prioridade: 2 - Média);1CIA IND/2CIA/1PEL(PASSOS);ASL00064;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;01/10/2019 16:36;Não
2019-07650195-4;(BM) 2019-047987113-001;01/10/2019 15:46;FAZENDA NOSSA SENHORA APARECIDA - BERNADINO RIBEIRO DE CARVALHO, Nº S/N - PASSOS;-208.178.264;-466.174.896;X03000 - EMPENHO ADMINISTRATIVO (C) (Prioridade: 2 - Média);1CIA IND/2CIA/PEL PREV E VIST(PASSOS);APF01362;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;01/10/2019 16:31;Não
2019-07650245-0;(BM) 2019-047994325-001;01/10/2019 15:50;SITIO RODOVIA 146, Nº S/N - BOM JESUS DA PENHA;-209.894.466;-465.155.899;V02410 - VITIMA DE COLISAO ENTRE AUTOMOVEL X ONIBUS / MICRO-ONIBUS (C) (Prioridade: 1 - Alta);1CIA IND/2CIA/1PEL(PASSOS);ABTS0495 / UR0565;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;01/10/2019 21:38;Não
2019-07651675-5;(BM) 2019-048002734-001;01/10/2019 17:27;AVENIDA EXPEDICIONARIOS, Nº S/N - SAO BENEDITO - PASSOS;-207.225.155;-466.016.721;O04011 - INCENDIO EM AREA URBANA NAO PROTEGIDA (C) (Prioridade: 2 - Média);1CIA IND/2CIA/1PEL(PASSOS);ABTS0495;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;01/10/2019 21:38;Não
2019-07653049-9;(BM) 2019-048019891-001;01/10/2019 19:14;AVENIDA ESTACAO, Nº 500 - PASSOS;-207.078.319;-466.109.934;S06005 - CAPTURA DE INSETOS (C) (Prioridade: 2 - Média);1CIA IND/2CIA/1PEL(PASSOS);ASL00064;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;01/10/2019 21:38;Não
2019-07655336-1;(BM) 2019-048048746-001;01/10/2019 22:37;AVENIDA JUCA STOCKLER, Nº S/N - BELO HORIZONTE - PASSOS;-20.728.244;-466.056.438;V02102 - VITIMA DE ATROPELAMENTO POR MOTOCICLETA (C) (Prioridade: 1 - Alta);1CIA IND/2CIA/1PEL(PASSOS);UR0565;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;01/10/2019 23:11;Não
2019-07657068-5;(BM) 2019-048078335-001;02/10/2019 06:02;RODOVIA MG 050, Km 333 - PASSOS;-207.225.462;-464.007.186;V02502 - VITIMA DE QUEDA (MOTOCICLISTA) (C) (Prioridade: 1 - Alta);1CIA IND/2CIA/1PEL(PASSOS);UR0565;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;02/10/2019 06:57;Não
2019-07658546-0;(BM) 2019-048094641-001;02/10/2019 08:49;RUA MAIAS, Nº 396 - CENTRO - PASSOS;-207.200.614;-466.126.557;V01018 - VITIMA DE MAL NAO DEFINIDO (DISTURBIO) (C) (Prioridade: 1 - Alta);1CIA IND/2CIA/1PEL(PASSOS);UR0565;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;02/10/2019 09:20;Não
