Nº chamada;Nº REDS;Data/hora de criação;Local do fato;Latitude  do local;Longitude do local;Natureza;Unidade Responsável;Recursos empenhados;Alerta;Destaque;Envolve autoridade;Tipo de classificação;Situação;Data/hora da situação atual;Evento associado
2018-03857786-0;(BM) 2018-053521368-001;01/12/2018 08:11;RUA BARAO DE PASSOS, Nº 1697 - SANTA LUZIA - PASSOS;-207.098.136;-465.970.107;O02027 - INCENDIO EM VEICULO AUTOMOTOR (EXCETO TANQUE DE CARGA) (C) (Prioridade: 1 - Alta);1CIA IND/2CIA/1PEL(PASSOS);ABTS10495;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;01/12/2018 08:51;Não
2018-03858118-9;(BM) 2018-053524268-001;01/12/2018 09:06;RUA JANGADA, Nº S/N - NOVO HORIZONTE - PASSOS;-207.318.084;-465.992.194;P03999 - OUTROS TIPOS DE PCI / PCA   (C) (Prioridade: 2 - Média);1CIA IND/2CIA/1PEL(PASSOS);ASL00064;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;01/12/2018 09:34;Não
2018-03859434-4;(BM) 2018-053539028-001;01/12/2018 12:24;RUA PRAIA, Nº 301 - PENHA - PASSOS;-207.160.638;-466.169.637;S06001 - SALVAMENTO DE ANIMAL EM RISCO / PERIGO (C) (Prioridade: 2 - Média);1CIA IND/2CIA/1PEL(PASSOS);ASL00064;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;01/12/2018 12:59;Não
2018-03869266-8;(BM) 2018-053647152-001;02/12/2018 10:07;AVENIDA JK, Nº S/N - MONSENHOR MESSIAS - PASSOS;-207.370.331;-465.949.079;P03999 - OUTROS TIPOS DE PCI / PCA   (C) (Prioridade: 2 - Média);1CIA IND/2CIA/1PEL(PASSOS);UR0565;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;02/12/2018 17:21;Não
2018-03870388-2;(BM) 2018-053689599-001;02/12/2018 13:06;RUA FELIPE DOS SANTOS, Nº 55 - PENHA - PASSOS;-207.149.835;-466.134.867;V03018 - VITIMA DE QUEDA DA PROPRIA ALTURA (C) (Prioridade: 1 - Alta);1CIA IND/2CIA/1PEL(PASSOS);UR0565;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;02/12/2018 17:47;Não
2018-03873017-7;(BM) 2018-053693149-001;02/12/2018 18:14;RUA TROVADOR, Nº 49 - NOVO HORIZONTE - PASSOS;-207.332.088;-465.981.267;S06002 - CAPTURA DE ANIMAL SILVESTRE PERIGOSO / AGRESSIVO (C) (Prioridade: 2 - Média);1CIA IND/2CIA/1PEL(PASSOS);ASL00064;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;02/12/2018 19:12;Não
2018-03873635-6;(BM) 2018-053701188-001;02/12/2018 19:18;RUA ALAGOAS, Nº 163 - CARMELO - PASSOS;-207.136.348;-466.037.787;V03004 - VITIMA DE AGRESSAO FISICA COM ARMA DE FOGO (C) (Prioridade: 1 - Alta);1CIA IND/2CIA/1PEL(PASSOS);UR08842;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;02/12/2018 20:15;Não
2018-03875528-7;(BM) 2018-053724091-001;02/12/2018 22:27;RUA JERONIMO NETO, Nº 238 - BELO HORIZONTE - PASSOS;-207.247.188;-466.037.061;W03000 - SOLICITANTE ENCONTRADO - PROVIDENCIA DISPENSADA (C) (Prioridade: 3 - Baixa);1CIA IND/2CIA/1PEL(PASSOS);ABTS10495;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;02/12/2018 22:42;Não
2018-03878640-3;(BM) 2018-053774283-001;03/12/2018 09:23;RUA AROEIRA, Nº 96 - SERRA DAS BRISAS - PASSOS;-207.334.922;-465.959.209;S06001 - SALVAMENTO DE ANIMAL EM RISCO / PERIGO (C) (Prioridade: 2 - Média);1CIA IND/2CIA/1PEL(PASSOS);ASL00064;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;08/12/2018 23:32;Não
2018-03878727-0;(BM) 2018-053780083-001;03/12/2018 09:34;BAIRRO RURAL DOS PACHECO, Nº S/N - ALPINOPOLIS;-208.516.924;-464.207.164;P01002 - VISTORIA DE LIBERACAO / EMISSAO DE AVCB (C) (Prioridade: 2 - Média);1CIA IND/2CIA/PEL PREV E VIST(PASSOS);APF01362;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;08/12/2018 23:33;Não
2018-03879187-0;(BM) 2018-053773759-001;03/12/2018 10:16;RODOVIA MG 050, Km 360 - PASSOS;-20.736.721;-466.462.111;W99000 - OUTROS PROCEDIMENTOS ADMINISTRATIVOS (C) (Prioridade: 3 - Baixa);1CIA IND/2CIA/1PEL(PASSOS);ASL00064;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;08/12/2018 23:32;Não
