Nº chamada;Nº REDS;Data/hora de criação;Local do fato;Latitude  do local;Longitude do local;Natureza;Unidade Responsável;Recursos empenhados;Alerta;Destaque;Envolve autoridade;Tipo de classificação;Situação;Data/hora da situação atual;Evento associado
2018-02172101-7;(BM) 2018-029008996-001;02/07/2018 08:18;AVENIDA AROUCA, Nº S/N - CENTRO - PASSOS;-207.145.702;-466.081.422;V02408 - VITIMA DE COLISAO ENTRE AUTOMOVEL X MOTOCICLETA (C) (Prioridade: 1 - Alta);1CIA IND/2CIA/1PEL(PASSOS);UR08842;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;03/07/2018 00:16;Não
2018-02172844-1;;02/07/2018 09:34;AVENIDA COMENDADOR FRANCISCO A MAIA, Nº 1690 - SANTA CASA - PASSOS;-207.132.648;-466.104.054;V02102 - VITIMA DE ATROPELAMENTO POR MOTOCICLETA (C) (Prioridade: 1 - Alta);1CIA IND/2CIA/1PEL(PASSOS);UR08842;Não;Não;Não;ATENPO-ATENDIDA POR OUTROS ÓRGÃOS;Classificada;11/08/2018 08:23;Não
2018-02175517-1;(BM) 2018-029069153-001;02/07/2018 14:58;RUA MANOEL SILVA MAIA, Nº 82 - PENHA 2 - PASSOS;-207.163.865;-466.311.197;V01999 - OUTROS TIPOS DE APH CLINICO (C) (Prioridade: 1 - Alta);1CIA IND/2CIA/1PEL(PASSOS);UR08842;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;03/07/2018 00:15;Não
2018-02176055-3;(BM) 2018-029069125-001;02/07/2018 15:35;RUA ETIOPIA, Nº 273 - SAO BENEDITO - PASSOS;-20.720.395;-466.018.921;V01999 - OUTROS TIPOS DE APH CLINICO (C) (Prioridade: 1 - Alta);1CIA IND/2CIA/1PEL(PASSOS);UR08842;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;03/07/2018 00:15;Não
2018-02177001-0;(BM) 2018-029083499-001;02/07/2018 16:51;RUA COIMBRAS, Nº S/N - JARDIM ELAINE - PASSOS;-206.939.487;-466.157.996;O02027 - INCENDIO EM VEICULO AUTOMOTOR (EXCETO TANQUE DE CARGA) (C) (Prioridade: 1 - Alta);1CIA IND/2CIA/1PEL(PASSOS);ABS01036;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;21/07/2018 09:42;Não
2018-02177446-6;(BM) 2018-029080231-001;02/07/2018 17:29;RUA VARGINHA, Nº 257 - COHAB 2 - PASSOS;-207.081.682;-466.256.684;W08000 - CANCELADA POR INDISPONIBILIDADE DE VIATURA (C) (Prioridade: 1 - Alta);1CIA IND/2CIA/1PEL(PASSOS);BM1195668;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;03/07/2018 00:14;Não
2018-02178351-7;(BM) 2018-029093676-001;02/07/2018 18:46;AVENIDA DONA LIQUINHA SILVEIRA, Nº S/N - JARDIM SATELITE - PASSOS;-207.127.517;-466.227.322;W04000 - NADA CONSTATADO (C) (Prioridade: 1 - Alta);1CIA IND/2CIA/1PEL(PASSOS);UR08842;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;19/07/2018 01:21;Não
2018-02180187-8;(BM) 2018-029122381-001;02/07/2018 22:00;RUA PIRAPORA, Nº 197 - NOSSA SENHORA DE FATIMA - PASSOS;-206.986.699;-466.135.463;O04011 - INCENDIO EM AREA URBANA NAO PROTEGIDA (C) (Prioridade: 2 - Média);1CIA IND/2CIA/1PEL(PASSOS);ABS01036;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;03/07/2018 00:12;Não
2018-02180511-4;(BM) 2018-029129998-001;02/07/2018 22:33;AVENIDA EXPEDICIONARIOS, Nº 1832 - NOVO MUNDO - PASSOS;-207.244.751;-465.890.229;W04000 - NADA CONSTATADO (C) (Prioridade: 1 - Alta);1CIA IND/2CIA/1PEL(PASSOS);ABS01036;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;03/07/2018 00:13;Não
2018-02180696-1;(BM) 2018-029127146-001;02/07/2018 23:00;RUA AMAPA, Nº S/N - RECANTO DA HARMONIA - PASSOS;-207.044.387;-465.928.986;V01018 - VITIMA DE MAL NAO DEFINIDO (DISTURBIO) (C) (Prioridade: 1 - Alta);1CIA IND/2CIA/1PEL(PASSOS);UR08842;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;03/07/2018 00:32;Não
