Nº chamada;Nº REDS;Data/hora de criação;Local do fato;Latitude  do local;Longitude do local;Natureza;Unidade Responsável;Recursos empenhados;Alerta;Destaque;Envolve autoridade;Tipo de classificação;Situação;Data/hora da situação atual;Evento associado
2025-40563281-9;(BM) 2025-033688400-001;20/07/2025 20:38;RUA GERSON RIBEIRO, Nº 270 - NOVA CALIFORNIA - PASSOS;;;V02102 - VITIMA DE ATROPELAMENTO POR MOTOCICLETA (C) (Prioridade: 1 - Alta);1CIA IND/2CIA/1PEL(PASSOS);UR04360;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;21/07/2025 17:39;Não
2026-45340205-8;(BM) 2026-019600749-001;30/04/2026 08:07;RODOVIA MG 050, Km 332 - PASSOS;-207.224.754;-463.952.797;Y40035 - APOIO DE SOLO EM OPERACOES AEREAS (C) (Prioridade: 2 - Média);BOA/2CIA ESP OPE A/COMANDANTE(VARGINHA);BM1524982;Não;Não;Não;;Terminada;01/05/2026 11:23;Não
2026-45527399-6;(PM) 2026-021391652-001;10/05/2026 19:15;RODOVIA MG 438, Km 42 - IBIRACI;-204.811.763;-471.392.425;W98011 - SOLICITACAO DE APOIO (C) (Prioridade: 1 - Alta);1CIA IND/2CIA/1PEL(PASSOS);;Não;Não;Não;ATENDIDA PELO SAMU;Classificada;10/05/2026 19:37;Não
2026-45535169-1;;11/05/2026 08:29;RUA DOUTOR CARVALHO, Nº 1455 - NOSSA SENHORA DAS GRAÇAS - PASSOS;-207.352.269;-466.037.303;Q03006 - TREINAMENTO DE FORMACAO DE BRIGADAS (C) (Prioridade: 2 - Média);1CIA IND/2CIA/1PEL(PASSOS);BM1787365;Não;Não;Não;;Em controle;11/05/2026 08:30;Não
2026-45535225-0;(BM) 2026-021435786-001;11/05/2026 08:31;AVENIDA CANADA, Nº S/N - JARDIM CANADA II - PASSOS;-207.533.453;-466.124.556;P02011 - VISTORIA EM ENXAME DE INSETOS (C) (Prioridade: 2 - Média);1CIA IND/2CIA/1PEL(PASSOS);ASL07161;Não;Não;Não;;Terminada;11/05/2026 09:14;Não
2026-45535721-2;(BM) 2026-021437995-001;11/05/2026 09:10;AVENIDA PAULO ESPER PIMENTA, Nº 3486 - JARDIM PLANALTO - PASSOS;;;V01005 - VITIMA COM CRISE HIPERTENSIVA/HIPOTENSAO (C) (Prioridade: 1 - Alta);1CIA IND/2CIA/1PEL(PASSOS);UR04360;Não;Não;Não;;Terminada;11/05/2026 10:26;Não
2026-45535735-7;(BM) 2026-021437913-001;11/05/2026 09:13;AVENIDA GOVERNADOR VALADARES, Nº 288 - CENTRO - ALPINOPOLIS;-208.622.249;-463.893.688;P01001 - VISTORIA DE FISCALIZACAO (C) (Prioridade: 2 - Média);1CIA IND/2CIA/PEL PREV E VIST(PASSOS);ASL00063;Não;Não;Não;;Terminada;11/05/2026 10:50;Não
2026-45535850-5;(BM) 2026-021446431-001;11/05/2026 09:20;RUA BARAO DE PASSOS, Nº 535 - CENTRO - PASSOS;-20.718.409;-466.065.447;P02011 - VISTORIA EM ENXAME DE INSETOS (C) (Prioridade: 2 - Média);1CIA IND/2CIA/1PEL(PASSOS);ASL07161;Não;Não;Não;;Terminada;11/05/2026 10:34;Não
2026-45536781-0;(BM) 2026-021457849-001;11/05/2026 10:25;RUA JOSE MERCHIORATO, Nº 750 - SANTA CASA - PASSOS;;;V02403 - VITIMA DE COLISAO ENTRE AUTOMOVEIS (CARRO / CAMINHONETE) (C) (Prioridade: 1 - Alta);1CIA IND/2CIA/1PEL(PASSOS);UR04360;Não;Não;Não;;Terminada;11/05/2026 10:58;Não
2026-45537117-9;(BM) 2026-021456004-001;11/05/2026 10:49;AVENIDA GOVERNADOR VALADARES, Nº 258 - CENTRO - ALPINOPOLIS;-20.862.172;-463.896.297;P01001 - VISTORIA DE FISCALIZACAO (C) (Prioridade: 2 - Média);1CIA IND/2CIA/PEL PREV E VIST(PASSOS);ASL00063;Não;Não;Não;;Terminada;11/05/2026 11:57;Não
2026-45537434-1;(BM) 2026-021469241-001;11/05/2026 11:10;RUA C, Nº 7 - NOVO HORIZONTE - PASSOS;-207.326.996;-466.001.472;V01006 - VITIMA COM DIFICULDADE DE LOCOMOCAO (C) (Prioridade: 1 - Alta);1CIA IND/2CIA/1PEL(PASSOS);UR04360;Não;Não;Não;;À caminho;11/05/2026 12:08;Não
2026-45537453-6;(BM) 2026-021465503-001;11/05/2026 11:10;RUA INDAIAS, Nº 14 - ACLIMACAO - PASSOS;-207.563.074;-465.977.756;V01005 - VITIMA COM CRISE HIPERTENSIVA/HIPOTENSAO (C) (Prioridade: 1 - Alta);1CIA IND/2CIA/1PEL(PASSOS);UR04360;Não;Não;Não;;Terminada;11/05/2026 12:08;Não
