Nº chamada;Nº REDS;Data/hora de criação;Local do fato;Latitude  do local;Longitude do local;Natureza;Unidade Responsável;Recursos empenhados;Alerta;Destaque;Envolve autoridade;Tipo de classificação;Situação;Data/hora da situação atual;Evento associado
2025-40563281-9;(BM) 2025-033688400-001;20/07/2025 20:38;RUA GERSON RIBEIRO, Nº 270 - NOVA CALIFORNIA - PASSOS;;;V02102 - VITIMA DE ATROPELAMENTO POR MOTOCICLETA (C) (Prioridade: 1 - Alta);1CIA IND/2CIA/1PEL(PASSOS);UR04360;Não;Não;Não;BOLETIM DE OCORRENCIA;Classificada;21/07/2025 17:39;Não
2026-44373940-8;(BM) 2026-010305719-001;05/03/2026 08:23;AVENIDA QUEROBINO MOURAO FILHO, Nº 889 - BELA VISTA - PIUMHI;-204.622.914;-459.456.346;X03000 - EMPENHO ADMINISTRATIVO (C) (Prioridade: 2 - Média);1CIA IND/2CIA/1PEL(PASSOS);ASL06087;Não;Não;Não;;Terminada;05/03/2026 15:00;Não
2026-44374365-7;(BM) 2026-010327552-001;05/03/2026 08:59;AVENIDA EXPEDICIONARIOS, Nº 2360 - VILA RICA - PASSOS;;;P02011 - VISTORIA EM ENXAME DE INSETOS (C) (Prioridade: 2 - Média);1CIA IND/2CIA/PEL PREV E VIST(PASSOS);ASL00063;Não;Não;Não;;Terminada;05/03/2026 11:03;Não
2026-44374489-0;(BM) 2026-010319045-001;05/03/2026 09:12;RUA GONCALVES DIAS, Nº 529 - SAO BENEDITO - PASSOS;-207.188.994;-466.042.735;S06002 - CAPTURA DE ANIMAL SILVESTRE PERIGOSO / AGRESSIVO (C) (Prioridade: 2 - Média);1CIA IND/2CIA/PEL PREV E VIST(PASSOS);ASL00063;Não;Não;Não;;Terminada;05/03/2026 10:32;Não
2026-44376904-0;(BM) 2026-010343542-001;05/03/2026 12:20;RUA IPIRANGA, Nº 293 - VILA RICA - PASSOS;-207.260.818;-465.970.964;V02408 - VITIMA DE COLISAO ENTRE AUTOMOVEL X MOTOCICLETA (C) (Prioridade: 1 - Alta);1CIA IND/2CIA/1PEL(PASSOS);UR04360;Não;Não;Não;;Terminada;05/03/2026 13:08;Não
2026-44377196-8;(BM) 2026-010346380-001;05/03/2026 12:50;RUA BARBARA BALDINI BORSARI, Nº 83 - NOVA PASSOS II - PASSOS;-207.008.955;-466.330.388;P02011 - VISTORIA EM ENXAME DE INSETOS (C) (Prioridade: 2 - Média);1CIA IND/2CIA/1PEL(PASSOS);UR04360;Não;Não;Não;;Terminada;05/03/2026 13:27;Não
2026-44377514-1;(BM) 2026-010349054-001;05/03/2026 13:17;RUA JERONIMO NETO, Nº 482 - BELO HORIZONTE - PASSOS;-207.258.691;-466.028.519;V03018 - VITIMA DE QUEDA DA PROPRIA ALTURA (C) (Prioridade: 1 - Alta);1CIA IND/2CIA/1PEL(PASSOS);UR04360;Não;Não;Não;;Terminada;05/03/2026 14:35;Não
2026-44378594-6;(BM) 2026-010360117-001;05/03/2026 14:26;RODOVIA MG 438, Km 42 - IBIRACI;-204.811.763;-471.392.425;P01002 - VISTORIA DE LIBERACAO / EMISSAO DE AVCB (C) (Prioridade: 2 - Média);1CIA IND/2CIA/PEL PREV E VIST(PASSOS);ASL00063;Não;Não;Não;;Terminada;05/03/2026 17:53;Não
2026-44379350-7;(BM) 2026-010390089-001;05/03/2026 15:03;RUA VEREADOR ANTONIO M SILVEIRA, Nº 240 - COHAB 5 - PASSOS;-207.190.295;-466.362.395;O04011 - INCENDIO EM AREA URBANA NAO PROTEGIDA (C) (Prioridade: 2 - Média);1CIA IND/2CIA/1PEL(PASSOS);VOB00480;Não;Não;Não;;Terminada;05/03/2026 16:32;Não
2026-44380367-7;(BM) 2026-010382931-001;05/03/2026 15:50;RODOVIA MGC 267, Nº S/N - MACHADO;-216.862.031;-459.202.473;S06006 - EXTERMINIO DE INSETOS (C) (Prioridade: 2 - Média);1CIA IND/3CIA/1PEL/PA BM (MACHADO);ASL10573;Não;Não;Não;;Terminada;05/03/2026 16:12;Não
2026-44381428-5;(BM) 2026-010395668-001;05/03/2026 16:42;RUA CAPITAO PEDRO AUGUSTO CORREA, Nº 3 - CENTRO - CARMO DO RIO CLARO;-209.711.851;-461.214.502;P01002 - VISTORIA DE LIBERACAO / EMISSAO DE AVCB (C) (Prioridade: 2 - Média);1CIA IND/2CIA/PEL PREV E VIST(PASSOS);APV06243;Não;Não;Não;;Terminada;05/03/2026 16:48;Não
2026-44382720-2;(BM) 2026-010411885-001;05/03/2026 17:51;RUA A, Nº 76 - CONDOMINIO ESTRELA - PASSOS;;;P02011 - VISTORIA EM ENXAME DE INSETOS (C) (Prioridade: 2 - Média);1CIA IND/2CIA/1PEL(PASSOS);ASL06087;Não;Não;Não;;Terminada;05/03/2026 18:42;Não
